group_id,Solar,Wind Onshore,totalRenewable,startTime,total,percentRenewable
275,324.0,37.75,361.75,202001121100,3937.25,9
276,265.5,46.25,311.75,202001121200,3885.25,8
277,158.0,53.5,211.5,202001121300,3785.0,6
278,47.5,64.25,111.75,202001121400,3660.5,3
279,1.75,72.75,74.5,202001121500,3622.25,2
280,0.0,77.0,77.0,202001121600,3681.75,2
281,0.0,78.75,78.75,202001121700,3671.5,2
282,0.0,74.5,74.5,202001121800,3655.5,2
283,0.0,67.5,67.5,202001121900,3640.5,2
284,0.0,63.25,63.25,202001122000,3627.75,2
285,0.0,70.5,70.5,202001122100,3657.25,2
286,0.0,73.75,73.75,202001122200,3630.5,2
287,0.0,41.25,41.25,202001122300,3629.5,1
288,0.0,32.75,32.75,202001130000,3538.25,1
289,0.0,24.25,24.25,202001130100,3446.25,1
290,0.0,19.75,19.75,202001130200,3416.75,1
291,0.0,13.0,13.0,202001130300,3412.0,0
292,0.0,9.25,9.25,202001130400,3514.75,0
293,0.0,8.5,8.5,202001130500,3664.25,0
294,4.25,7.25,11.5,202001130600,3720.0,0
295,42.25,7.5,49.75,202001130700,3774.5,1
296,107.25,7.0,114.25,202001130800,3841.75,3
297,160.0,7.0,167.0,202001130900,3886.25,4
298,183.5,5.75,189.25,202001131000,3906.5,5
299,181.25,4.25,185.5,202001131100,3916.0,5
300,153.0,5.75,158.75,202001131200,3857.25,4
301,93.25,11.25,104.5,202001131300,3825.75,3
302,28.75,23.0,51.75,202001131400,3763.25,1
303,1.75,36.25,38.0,202001131500,3750.25,1
304,0.0,47.25,47.25,202001131600,3786.0,1
305,0.0,49.25,49.25,202001131700,3781.75,1
306,0.0,45.0,45.0,202001131800,3766.75,1
307,0.0,47.0,47.0,202001131900,3773.5,1
308,0.0,54.75,54.75,202001132000,3767.5,1
309,0.0,56.75,56.75,202001132100,3685.0,2
310,0.0,57.5,57.5,202001132200,3661.75,2
311,0.0,61.75,61.75,202001132300,3777.5,2
312,0.0,59.0,59.0,202001140000,3746.25,2
313,0.0,63.5,63.5,202001140100,3661.0,2
314,0.0,41.5,41.5,202001140200,3635.0,1
315,0.0,27.5,27.5,202001140300,3660.25,1
316,0.0,41.0,41.0,202001140400,3715.25,1
317,0.0,67.5,67.5,202001140500,3796.5,2
318,4.0,60.0,64.0,202001140600,3858.75,2
319,40.0,43.75,83.75,202001140700,3998.25,2
320,109.25,47.0,156.25,202001140800,4052.25,4
321,174.75,55.5,230.25,202001140900,4111.0,6
322,212.5,57.25,269.75,202001141000,4143.75,7
323,219.75,50.75,270.5,202001141100,4108.75,7
324,194.75,45.0,239.75,202001141200,4082.5,6
325,125.0,38.5,163.5,202001141300,4064.5,4
326,41.25,36.0,77.25,202001141400,4035.5,2
327,2.0,47.5,49.5,202001141500,3981.0,1
328,0.0,62.5,62.5,202001141600,4009.25,2
329,0.0,71.75,71.75,202001141700,4025.5,2
330,0.0,85.25,85.25,202001141800,4001.5,2
331,0.0,65.75,65.75,202001141900,4000.0,2
332,0.0,58.0,58.0,202001142000,4003.5,1
333,0.0,63.5,63.5,202001142100,3910.75,2
334,0.0,62.5,62.5,202001142200,3797.5,2
335,0.0,58.0,58.0,202001142300,3755.0,2
336,0.0,58.0,58.0,202001150000,3805.5,2
337,0.0,58.0,58.0,202001150100,3761.25,2
338,0.0,60.75,60.75,202001150200,3754.25,2
339,0.0,60.5,60.5,202001150300,3762.5,2
340,0.0,65.5,65.5,202001150400,3790.5,2
341,0.0,68.5,68.5,202001150500,3894.75,2
342,6.5,73.75,80.25,202001150600,3919.5,2
343,65.75,80.0,145.75,202001150700,3982.0,4
344,180.5,89.5,270.0,202001150800,4070.75,7
