,Solar,Wind Onshore,startTime,endTime,totalRenewable,total,percentRenewable
93,21.0,5263.0,202001042100,202001042200,5284.0,25442.0,21
94,17.0,4995.0,202001042200,202001042300,5012.0,24726.0,20
95,12.0,,202001042300,202001050000,12.0,23956.0,0
96,5.0,,202001050000,202001050100,5.0,22946.0,0
97,8.0,,202001050100,202001050200,8.0,22620.0,0
98,7.0,,202001050200,202001050300,7.0,21698.0,0
99,8.0,,202001050300,202001050400,8.0,21362.0,0
100,8.0,,202001050400,202001050500,8.0,21149.0,0
101,8.0,,202001050500,202001050600,8.0,21262.0,0
102,8.0,,202001050600,202001050700,8.0,21800.0,0
103,107.0,,202001050700,202001050800,107.0,21768.0,0
104,925.0,,202001050800,202001050900,925.0,22849.0,4
105,2579.0,,202001050900,202001051000,2579.0,24331.0,11
106,3951.0,,202001051000,202001051100,3951.0,25793.0,15
107,4820.0,,202001051100,202001051200,4820.0,26594.0,18
108,5072.0,,202001051200,202001051300,5072.0,26330.0,19
109,5006.0,,202001051300,202001051400,5006.0,26028.0,19
110,4625.0,,202001051400,202001051500,4625.0,25504.0,18
111,3344.0,,202001051500,202001051600,3344.0,24624.0,14
112,1415.0,,202001051600,202001051700,1415.0,23676.0,6
113,259.0,,202001051700,202001051800,259.0,22790.0,1
114,33.0,,202001051800,202001051900,33.0,23544.0,0
115,29.0,,202001051900,202001052000,29.0,24394.0,0
116,25.0,,202001052000,202001052100,25.0,24627.0,0
117,19.0,,202001052100,202001052200,19.0,23690.0,0
118,15.0,,202001052200,202001052300,15.0,22351.0,0
119,10.0,1336.0,202001052300,202001060000,1346.0,21204.0,6
120,1.0,1466.0,202001060000,202001060100,1467.0,20385.0,7
121,10.0,1585.0,202001060100,202001060200,1595.0,19670.0,8
122,9.0,1740.0,202001060200,202001060300,1749.0,19774.0,9
123,9.0,1800.0,202001060300,202001060400,1809.0,19903.0,9
124,9.0,1922.0,202001060400,202001060500,1931.0,20126.0,10
125,9.0,2010.0,202001060500,202001060600,2019.0,20141.0,10
126,8.0,2030.0,202001060600,202001060700,2038.0,21514.0,9
127,87.0,2025.0,202001060700,202001060800,2112.0,22530.0,9
128,935.0,2045.0,202001060800,202001060900,2980.0,23824.0,13
129,2651.0,1817.0,202001060900,202001061000,4468.0,25166.0,18
130,4001.0,1544.0,202001061000,202001061100,5545.0,26283.0,21
131,4871.0,1314.0,202001061100,202001061200,6185.0,26770.0,23
132,5235.0,1187.0,202001061200,202001061300,6422.0,26709.0,24
133,5159.0,1102.0,202001061300,202001061400,6261.0,26564.0,24
134,4749.0,1032.0,202001061400,202001061500,5781.0,26753.0,22
135,3452.0,998.0,202001061500,202001061600,4450.0,25505.0,17
136,1421.0,1042.0,202001061600,202001061700,2463.0,24607.0,10
137,278.0,1177.0,202001061700,202001061800,1455.0,24771.0,6
138,35.0,1471.0,202001061800,202001061900,1506.0,24757.0,6
139,33.0,1916.0,202001061900,202001062000,1949.0,24873.0,8
140,27.0,2443.0,202001062000,202001062100,2470.0,25178.0,10
141,23.0,2471.0,202001062100,202001062200,2494.0,24636.0,10
142,18.0,2509.0,202001062200,202001062300,2527.0,23044.0,11
143,9.0,2496.0,202001062300,202001070000,2505.0,21751.0,12
144,1.0,2305.0,202001070000,202001070100,2306.0,21345.0,11
145,9.0,2196.0,202001070100,202001070200,2205.0,21004.0,10
146,9.0,2203.0,202001070200,202001070300,2212.0,20650.0,11
147,9.0,2034.0,202001070300,202001070400,2043.0,20609.0,10
148,8.0,1878.0,202001070400,202001070500,1886.0,20817.0,9
149,9.0,1729.0,202001070500,202001070600,1738.0,22480.0,8
150,8.0,1738.0,202001070600,202001070700,1746.0,27597.0,6
151,104.0,1936.0,202001070700,202001070800,2040.0,31316.0,7
152,1048.0,2010.0,202001070800,202001070900,3058.0,31923.0,10
153,2771.0,1932.0,202001070900,202001071000,4703.0,33491.0,14
154,4121.0,1801.0,202001071000,202001071100,5922.0,34325.0,17
155,4978.0,1691.0,202001071100,202001071200,6669.0,34284.0,19
156,5310.0,1549.0,202001071200,202001071300,6859.0,33665.0,20
157,5239.0,1444.0,202001071300,202001071400,6683.0,33082.0,20
158,4794.0,1382.0,202001071400,202001071500,6176.0,32508.0,19
159,3353.0,1587.0,202001071500,202001071600,4940.0,31474.0,16
160,1377.0,1924.0,202001071600,202001071700,3301.0,30987.0,11
161,254.0,2299.0,202001071700,202001071800,2553.0,30485.0,8
162,38.0,2567.0,202001071800,202001071900,2605.0,31114.0,8
163,34.0,2828.0,202001071900,202001072000,2862.0,31423.0,9
164,26.0,3121.0,202001072000,202001072100,3147.0,30770.0,10
165,22.0,3298.0,202001072100,202001072200,3320.0,29007.0,11
166,17.0,3484.0,202001072200,202001072300,3501.0,26578.0,13
167,10.0,3164.0,202001072300,202001080000,3174.0,24350.0,13
168,1.0,3270.0,202001080000,202001080100,3271.0,22889.0,14
169,10.0,3292.0,202001080100,202001080200,3302.0,22551.0,15
170,9.0,3275.0,202001080200,202001080300,3284.0,22145.0,15
171,10.0,3063.0,202001080300,202001080400,3073.0,22237.0,14
172,9.0,2883.0,202001080400,202001080500,2892.0,22357.0,13
173,10.0,2641.0,202001080500,202001080600,2651.0,23382.0,11
174,8.0,2401.0,202001080600,202001080700,2409.0,26521.0,9
175,84.0,2093.0,202001080700,202001080800,2177.0,28291.0,8
176,980.0,1813.0,202001080800,202001080900,2793.0,29620.0,9
177,2645.0,1469.0,202001080900,202001081000,4114.0,30633.0,13
178,3942.0,1133.0,202001081000,202001081100,5075.0,30892.0,16
179,4713.0,895.0,202001081100,202001081200,5608.0,31110.0,18
180,5133.0,902.0,202001081200,202001081300,6035.0,31263.0,19
181,5064.0,978.0,202001081300,202001081400,6042.0,30828.0,20
182,4649.0,1038.0,202001081400,202001081500,5687.0,30427.0,19
183,3343.0,1179.0,202001081500,202001081600,4522.0,29618.0,15
184,1419.0,1468.0,202001081600,202001081700,2887.0,30256.0,10
185,249.0,1784.0,202001081700,202001081800,2033.0,30601.0,7
186,37.0,2145.0,202001081800,202001081900,2182.0,30503.0,7
187,33.0,2620.0,202001081900,202001082000,2653.0,31050.0,9
188,26.0,2942.0,202001082000,202001082100,2968.0,30474.0,10
189,22.0,3623.0,202001082100,202001082200,3645.0,29026.0,13
190,17.0,4098.0,202001082200,202001082300,4115.0,26694.0,15
191,16.0,3996.0,202001082300,202001090000,4012.0,24566.0,16
192,13.0,4104.0,202001090000,202001090100,4117.0,23248.0,18
193,11.0,4101.0,202001090100,202001090200,4112.0,22403.0,18
194,5.0,4086.0,202001090200,202001090300,4091.0,22555.0,18
195,6.0,4141.0,202001090300,202001090400,4147.0,22440.0,18
196,10.0,4263.0,202001090400,202001090500,4273.0,22714.0,19
197,10.0,4350.0,202001090500,202001090600,4360.0,23813.0,18
198,9.0,4554.0,202001090600,202001090700,4563.0,26756.0,17
199,69.0,4740.0,202001090700,202001090800,4809.0,28641.0,17
200,686.0,4883.0,202001090800,202001090900,5569.0,29913.0,19
201,2071.0,4789.0,202001090900,202001091000,6860.0,31019.0,22
202,3277.0,4873.0,202001091000,202001091100,8150.0,31569.0,26
203,4042.0,4986.0,202001091100,202001091200,9028.0,31985.0,28
204,4422.0,5112.0,202001091200,202001091300,9534.0,31903.0,30
205,4411.0,5225.0,202001091300,202001091400,9636.0,31193.0,31
206,4081.0,5252.0,202001091400,202001091500,9333.0,30654.0,30
207,2930.0,5072.0,202001091500,202001091600,8002.0,29617.0,27
208,1181.0,4823.0,202001091600,202001091700,6004.0,28966.0,21
209,212.0,4740.0,202001091700,202001091800,4952.0,29212.0,17
210,34.0,4777.0,202001091800,202001091900,4811.0,29661.0,16
211,27.0,4759.0,202001091900,202001092000,4786.0,29949.0,16
212,22.0,4856.0,202001092000,202001092100,4878.0,29509.0,17
213,18.0,5139.0,202001092100,202001092200,5157.0,27910.0,18
214,14.0,5375.0,202001092200,202001092300,5389.0,25974.0,21
215,17.0,6547.0,202001092300,202001100000,6564.0,25104.0,26
216,14.0,6765.0,202001100000,202001100100,6779.0,25557.0,27
217,13.0,6856.0,202001100100,202001100200,6869.0,25424.0,27
218,13.0,7007.0,202001100200,202001100300,7020.0,25068.0,28
219,13.0,7081.0,202001100300,202001100400,7094.0,24977.0,28
220,13.0,7159.0,202001100400,202001100500,7172.0,25317.0,28
221,13.0,7331.0,202001100500,202001100600,7344.0,26163.0,28
222,13.0,7250.0,202001100600,202001100700,7263.0,28066.0,26
223,75.0,7045.0,202001100700,202001100800,7120.0,28895.0,25
224,792.0,6826.0,202001100800,202001100900,7618.0,29854.0,26
225,2342.0,6922.0,202001100900,202001101000,9264.0,31188.0,30
226,3522.0,7191.0,202001101000,202001101100,10713.0,32301.0,33
227,4302.0,7535.0,202001101100,202001101200,11837.0,33003.0,36
228,4606.0,7734.0,202001101200,202001101300,12340.0,32968.0,37
229,4505.0,7829.0,202001101300,202001101400,12334.0,32733.0,38
230,4060.0,7883.0,202001101400,202001101500,11943.0,32322.0,37
231,3132.0,7770.0,202001101500,202001101600,10902.0,31705.0,34
232,1447.0,7623.0,202001101600,202001101700,9070.0,31024.0,29
233,220.0,7515.0,202001101700,202001101800,7735.0,29827.0,26
234,16.0,7378.0,202001101800,202001101900,7394.0,29620.0,25
235,11.0,7255.0,202001101900,202001102000,7266.0,29558.0,25
236,11.0,7092.0,202001102000,202001102100,7103.0,28917.0,25
237,13.0,6756.0,202001102100,202001102200,6769.0,27795.0,24
238,15.0,6384.0,202001102200,202001102300,6399.0,25813.0,25
239,14.0,5908.0,202001102300,202001110000,5922.0,24493.0,24
240,14.0,5640.0,202001110000,202001110100,5654.0,23432.0,24
241,14.0,5105.0,202001110100,202001110200,5119.0,23030.0,22
242,13.0,4861.0,202001110200,202001110300,4874.0,22579.0,22
243,8.0,4673.0,202001110300,202001110400,4681.0,22391.0,21
244,13.0,4505.0,202001110400,202001110500,4518.0,22154.0,20
245,13.0,4321.0,202001110500,202001110600,4334.0,22297.0,19
246,13.0,3970.0,202001110600,202001110700,3983.0,23107.0,17
247,105.0,3494.0,202001110700,202001110800,3599.0,23536.0,15
248,1263.0,2997.0,202001110800,202001110900,4260.0,25079.0,17
249,3235.0,2467.0,202001110900,202001111000,5702.0,26563.0,21
250,4583.0,2062.0,202001111000,202001111100,6645.0,27475.0,24
251,5386.0,1787.0,202001111100,202001111200,7173.0,27536.0,26
252,5676.0,1595.0,202001111200,202001111300,7271.0,27456.0,26
253,5624.0,1398.0,202001111300,202001111400,7022.0,27122.0,26
254,5146.0,1228.0,202001111400,202001111500,6374.0,26167.0,24
255,3790.0,1252.0,202001111500,202001111600,5042.0,25116.0,20
256,1669.0,1391.0,202001111600,202001111700,3060.0,24377.0,13
257,308.0,1557.0,202001111700,202001111800,1865.0,25194.0,7
258,38.0,1654.0,202001111800,202001111900,1692.0,26498.0,6
259,20.0,1748.0,202001111900,202001112000,1768.0,27191.0,7
260,19.0,1895.0,202001112000,202001112100,1914.0,27057.0,7
261,18.0,2071.0,202001112100,202001112200,2089.0,25621.0,8
262,18.0,2251.0,202001112200,202001112300,2269.0,23884.0,10
263,13.0,2417.0,202001112300,202001120000,2430.0,22928.0,11
264,11.0,2424.0,202001120000,202001120100,2435.0,22428.0,11
265,14.0,2574.0,202001120100,202001120200,2588.0,21190.0,12
266,12.0,2593.0,202001120200,202001120300,2605.0,20525.0,13
267,12.0,2711.0,202001120300,202001120400,2723.0,20432.0,13
268,11.0,2821.0,202001120400,202001120500,2832.0,20479.0,14
269,16.0,3022.0,202001120500,202001120600,3038.0,20674.0,15
270,14.0,3002.0,202001120600,202001120700,3016.0,21104.0,14
271,113.0,2899.0,202001120700,202001120800,3012.0,21626.0,14
272,1412.0,2818.0,202001120800,202001120900,4230.0,22613.0,19
273,3426.0,2401.0,202001120900,202001121000,5827.0,24243.0,24
274,4925.0,2030.0,202001121000,202001121100,6955.0,25473.0,27
275,5826.0,1741.0,202001121100,202001121200,7567.0,26053.0,29
276,6028.0,1583.0,202001121200,202001121300,7611.0,26480.0,29
277,5966.0,1444.0,202001121300,202001121400,7410.0,26714.0,28
278,5450.0,1287.0,202001121400,202001121500,6737.0,25403.0,27
279,4077.0,1191.0,202001121500,202001121600,5268.0,24493.0,22
280,1859.0,1128.0,202001121600,202001121700,2987.0,23263.0,13
281,319.0,1104.0,202001121700,202001121800,1423.0,24216.0,6
282,46.0,1012.0,202001121800,202001121900,1058.0,25741.0,4
283,33.0,921.0,202001121900,202001122000,954.0,26942.0,4
284,26.0,857.0,202001122000,202001122100,883.0,27104.0,3
285,23.0,882.0,202001122100,202001122200,905.0,25866.0,3
286,20.0,933.0,202001122200,202001122300,953.0,23528.0,4
287,14.0,1650.0,202001122300,202001130000,1664.0,22771.0,7
288,11.0,1986.0,202001130000,202001130100,1997.0,22194.0,9
289,8.0,2433.0,202001130100,202001130200,2441.0,21291.0,11
290,5.0,2821.0,202001130200,202001130300,2826.0,21061.0,13
291,5.0,3129.0,202001130300,202001130400,3134.0,20903.0,15
292,4.0,3424.0,202001130400,202001130500,3428.0,21480.0,16
293,3.0,3763.0,202001130500,202001130600,3766.0,23365.0,16
294,4.0,4083.0,202001130600,202001130700,4087.0,26938.0,15
295,101.0,4404.0,202001130700,202001130800,4505.0,29353.0,15
296,1075.0,4736.0,202001130800,202001130900,5811.0,30665.0,19
297,2780.0,4776.0,202001130900,202001131000,7556.0,32294.0,23
298,3919.0,4627.0,202001131000,202001131100,8546.0,32598.0,26
299,4464.0,4785.0,202001131100,202001131200,9249.0,32705.0,28
300,4759.0,5097.0,202001131200,202001131300,9856.0,33056.0,30
301,4456.0,5380.0,202001131300,202001131400,9836.0,33025.0,30
302,3965.0,5687.0,202001131400,202001131500,9652.0,32502.0,30
303,2792.0,6125.0,202001131500,202001131600,8917.0,31687.0,28
304,1157.0,6633.0,202001131600,202001131700,7790.0,31605.0,25
305,265.0,7226.0,202001131700,202001131800,7491.0,32059.0,23
306,32.0,7588.0,202001131800,202001131900,7620.0,32767.0,23
307,29.0,7956.0,202001131900,202001132000,7985.0,33409.0,24
308,9.0,8167.0,202001132000,202001132100,8176.0,33260.0,25
309,1.0,8463.0,202001132100,202001132200,8464.0,31632.0,27
310,1.0,8640.0,202001132200,202001132300,8641.0,29412.0,29
311,8.0,8839.0,202001132300,202001140000,8847.0,26385.0,34
312,9.0,8866.0,202001140000,202001140100,8875.0,26128.0,34
313,9.0,8890.0,202001140100,202001140200,8899.0,26002.0,34
314,8.0,8934.0,202001140200,202001140300,8942.0,25420.0,35
315,5.0,8603.0,202001140300,202001140400,8608.0,25136.0,34
316,13.0,8306.0,202001140400,202001140500,8319.0,24878.0,33
317,14.0,8020.0,202001140500,202001140600,8034.0,25051.0,32
318,14.0,7928.0,202001140600,202001140700,7942.0,27713.0,29
319,106.0,7836.0,202001140700,202001140800,7942.0,29150.0,27
320,1109.0,7753.0,202001140800,202001140900,8862.0,30046.0,29
321,2598.0,7735.0,202001140900,202001141000,10333.0,31082.0,33
322,3719.0,7732.0,202001141000,202001141100,11451.0,31602.0,36
323,4376.0,7762.0,202001141100,202001141200,12138.0,31761.0,38
324,4439.0,7983.0,202001141200,202001141300,12422.0,31564.0,39
325,4199.0,8200.0,202001141300,202001141400,12399.0,30995.0,40
326,3614.0,8391.0,202001141400,202001141500,12005.0,30544.0,39
327,2378.0,8438.0,202001141500,202001141600,10816.0,29629.0,37
328,897.0,8505.0,202001141600,202001141700,9402.0,29420.0,32
329,130.0,8593.0,202001141700,202001141800,8723.0,30480.0,29
330,33.0,9025.0,202001141800,202001141900,9058.0,30935.0,29
331,21.0,9451.0,202001141900,202001142000,9472.0,31440.0,30
332,13.0,9880.0,202001142000,202001142100,9893.0,31791.0,31
333,15.0,9998.0,202001142100,202001142200,10013.0,29871.0,34
334,14.0,10126.0,202001142200,202001142300,10140.0,29007.0,35
335,7.0,9850.0,202001142300,202001150000,9857.0,26935.0,37
336,6.0,10111.0,202001150000,202001150100,10117.0,26720.0,38
337,22.0,10244.0,202001150100,202001150200,10266.0,26392.0,39
338,1.0,10185.0,202001150200,202001150300,10186.0,25892.0,39
339,2.0,9934.0,202001150300,202001150400,9936.0,25733.0,39
340,5.0,9447.0,202001150400,202001150500,9452.0,25822.0,37
341,6.0,8902.0,202001150500,202001150600,8908.0,26505.0,34
342,7.0,8306.0,202001150600,202001150700,8313.0,28174.0,30
343,65.0,7658.0,202001150700,202001150800,7723.0,29803.0,26
344,745.0,6999.0,202001150800,202001150900,7744.0,30782.0,25
345,1953.0,6431.0,202001150900,202001151000,8384.0,31446.0,27
346,2896.0,5943.0,202001151000,202001151100,8839.0,31746.0,28
347,3413.0,5544.0,202001151100,202001151200,8957.0,31839.0,28
348,3568.0,5413.0,202001151200,202001151300,8981.0,31873.0,28
349,3449.0,5278.0,202001151300,202001151400,8727.0,31256.0,28
350,3034.0,5065.0,202001151400,202001151500,8099.0,30606.0,26
351,2138.0,4742.0,202001151500,202001151600,6880.0,29568.0,23
352,843.0,4487.0,202001151600,202001151700,5330.0,29025.0,18
353,141.0,4506.0,202001151700,202001151800,4647.0,28795.0,16
354,40.0,4895.0,202001151800,202001151900,4935.0,29646.0,17
355,25.0,5399.0,202001151900,202001152000,5424.0,30029.0,18
356,22.0,5915.0,202001152000,202001152100,5937.0,29957.0,20
357,18.0,6395.0,202001152100,202001152200,6413.0,29237.0,22
358,16.0,6837.0,202001152200,202001152300,6853.0,27336.0,25
359,14.0,7276.0,202001152300,202001160000,7290.0,24588.0,30
360,11.0,7423.0,202001160000,202001160100,7434.0,24304.0,31
361,7.0,7484.0,202001160100,202001160200,7491.0,24507.0,31
362,8.0,7462.0,202001160200,202001160300,7470.0,24115.0,31
363,9.0,7452.0,202001160300,202001160400,7461.0,24177.0,31
364,12.0,7495.0,202001160400,202001160500,7507.0,24268.0,31
365,13.0,7521.0,202001160500,202001160600,7534.0,25092.0,30
366,21.0,7664.0,202001160600,202001160700,7685.0,28322.0,27
367,84.0,7794.0,202001160700,202001160800,7878.0,31031.0,25
368,961.0,7953.0,202001160800,202001160900,8914.0,30887.0,29
369,2686.0,8012.0,202001160900,202001161000,10698.0,31778.0,34
370,4073.0,8078.0,202001161000,202001161100,12151.0,33204.0,37
371,4915.0,8184.0,202001161100,202001161200,13099.0,33811.0,39
372,5194.0,8347.0,202001161200,202001161300,13541.0,33739.0,40
373,5109.0,8505.0,202001161300,202001161400,13614.0,32908.0,41
374,4676.0,8629.0,202001161400,202001161500,13305.0,32292.0,41
375,3516.0,8767.0,202001161500,202001161600,12283.0,31049.0,40
376,1590.0,8829.0,202001161600,202001161700,10419.0,31576.0,33
377,331.0,8953.0,202001161700,202001161800,9284.0,30870.0,30
378,60.0,9323.0,202001161800,202001161900,9383.0,30905.0,30
379,42.0,9653.0,202001161900,202001162000,9695.0,31230.0,31
380,36.0,10069.0,202001162000,202001162100,10105.0,31503.0,32
381,29.0,10338.0,202001162100,202001162200,10367.0,30203.0,34
382,22.0,10483.0,202001162200,202001162300,10505.0,28891.0,36
383,16.0,10478.0,202001162300,202001170000,10494.0,28263.0,37
384,7.0,10274.0,202001170000,202001170100,10281.0,27575.0,37
385,8.0,10042.0,202001170100,202001170200,10050.0,27210.0,37
386,6.0,9841.0,202001170200,202001170300,9847.0,26813.0,37
387,6.0,9725.0,202001170300,202001170400,9731.0,26556.0,37
388,4.0,9630.0,202001170400,202001170500,9634.0,26562.0,36
389,4.0,9586.0,202001170500,202001170600,9590.0,27283.0,35
390,4.0,9333.0,202001170600,202001170700,9337.0,29000.0,32
391,60.0,9056.0,202001170700,202001170800,9116.0,30198.0,30
392,799.0,8808.0,202001170800,202001170900,9607.0,31033.0,31
393,2098.0,9001.0,202001170900,202001171000,11099.0,32074.0,35
394,3139.0,9285.0,202001171000,202001171100,12424.0,33473.0,37
395,3800.0,9626.0,202001171100,202001171200,13426.0,34332.0,39
396,4249.0,9226.0,202001171200,202001171300,13475.0,34641.0,39
397,4077.0,8687.0,202001171300,202001171400,12764.0,34335.0,37
398,3674.0,8238.0,202001171400,202001171500,11912.0,33347.0,36
399,2760.0,7197.0,202001171500,202001171600,9957.0,31637.0,31
400,1180.0,6207.0,202001171600,202001171700,7387.0,29368.0,25
401,211.0,5301.0,202001171700,202001171800,5512.0,29194.0,19
402,22.0,4872.0,202001171800,202001171900,4894.0,29631.0,17
403,16.0,4486.0,202001171900,202001172000,4502.0,29434.0,15
404,14.0,4140.0,202001172000,202001172100,4154.0,28381.0,15
405,9.0,3721.0,202001172100,202001172200,3730.0,26139.0,14
406,14.0,3385.0,202001172200,202001172300,3399.0,24059.0,14
407,11.0,2844.0,202001172300,202001180000,2855.0,22644.0,13
408,11.0,2946.0,202001180000,202001180100,2957.0,21891.0,14
409,13.0,3135.0,202001180100,202001180200,3148.0,20761.0,15
410,13.0,3384.0,202001180200,202001180300,3397.0,20295.0,17
411,0.0,3694.0,202001180300,202001180400,3694.0,20384.0,18
412,11.0,4111.0,202001180400,202001180500,4122.0,20895.0,20
413,10.0,4440.0,202001180500,202001180600,4450.0,21177.0,21
414,9.0,4918.0,202001180600,202001180700,4927.0,22262.0,22
415,55.0,5517.0,202001180700,202001180800,5572.0,24384.0,23
416,434.0,6134.0,202001180800,202001180900,6568.0,25787.0,25
417,871.0,6696.0,202001180900,202001181000,7567.0,26842.0,28
418,1054.0,7338.0,202001181000,202001181100,8392.0,27760.0,30
419,1272.0,8158.0,202001181100,202001181200,9430.0,28263.0,33
