,Wind Onshore,startTime,totalRenewable,total,percentRenewable
1365,27.0,202110141900,27.0,561.0,5
1366,27.0,202110142000,27.0,544.0,5
1367,28.0,202110142100,28.0,541.0,5
1368,29.0,202110142200,29.0,547.0,5
1369,28.0,202110142300,28.0,544.0,5
1370,28.0,202110150000,28.0,544.0,5
1371,28.0,202110150100,28.0,538.0,5
1372,29.0,202110150200,29.0,538.0,5
1373,29.0,202110150300,29.0,539.0,5
1374,29.0,202110150400,29.0,540.0,5
1375,29.0,202110150500,29.0,538.0,5
1376,29.0,202110150600,29.0,542.0,5
1377,28.0,202110150700,28.0,544.0,5
1378,26.0,202110150800,26.0,545.0,5
1379,24.0,202110150900,24.0,546.0,4
1380,22.0,202110151000,22.0,546.0,4
1381,22.0,202110151100,22.0,546.0,4
1382,22.0,202110151200,22.0,544.0,4
1383,22.0,202110151300,22.0,542.0,4
1384,22.0,202110151400,22.0,541.0,4
1385,22.0,202110151500,22.0,554.0,4
1386,23.0,202110151600,23.0,554.0,4
1387,25.0,202110151700,25.0,553.0,5
1388,26.0,202110151800,26.0,552.0,5
1389,26.0,202110151900,26.0,551.0,5
1390,26.0,202110152000,26.0,549.0,5
1391,26.0,202110152100,26.0,530.0,5
1392,29.0,202110152200,29.0,534.0,5
1393,29.0,202110152300,29.0,532.0,5
1394,29.0,202110160000,29.0,531.0,5
1395,29.0,202110160100,29.0,532.0,5
1396,28.0,202110160200,28.0,532.0,5
1397,27.0,202110160300,27.0,532.0,5
1398,27.0,202110160400,27.0,534.0,5
1399,26.0,202110160500,26.0,533.0,5
1400,24.0,202110160600,24.0,533.0,5
1401,21.0,202110160700,21.0,536.0,4
1402,20.0,202110160800,20.0,536.0,4
1403,19.0,202110160900,19.0,537.0,4
1404,18.0,202110161000,18.0,538.0,3
1405,17.0,202110161100,17.0,538.0,3
1406,17.0,202110161200,17.0,539.0,3
1407,16.0,202110161300,16.0,538.0,3
1408,15.0,202110161400,15.0,536.0,3
1409,16.0,202110161500,16.0,549.0,3
1410,17.0,202110161600,17.0,549.0,3
1411,17.0,202110161700,17.0,550.0,3
1412,16.0,202110161800,16.0,552.0,3
1413,16.0,202110161900,16.0,553.0,3
1414,14.0,202110162000,14.0,553.0,3
1415,13.0,202110162100,13.0,535.0,2
1416,13.0,202110162200,13.0,535.0,2
1417,11.0,202110162300,11.0,533.0,2
1418,10.0,202110170000,10.0,537.0,2
1419,9.0,202110170100,9.0,532.0,2
1420,9.0,202110170200,9.0,532.0,2
1421,8.0,202110170300,8.0,534.0,1
1422,8.0,202110170400,8.0,532.0,2
1423,7.0,202110170500,7.0,536.0,1
1424,5.0,202110170600,5.0,553.0,1
1425,5.0,202110170700,5.0,554.0,1
1426,6.0,202110170800,6.0,538.0,1
1427,5.0,202110170900,5.0,539.0,1
1428,5.0,202110171000,5.0,540.0,1
1429,5.0,202110171100,5.0,541.0,1
1430,5.0,202110171200,5.0,541.0,1
1431,5.0,202110171300,5.0,540.0,1
1432,5.0,202110171400,5.0,555.0,1
1433,7.0,202110171500,7.0,553.0,1
1434,8.0,202110171600,8.0,554.0,1
1435,8.0,202110171700,8.0,555.0,1
1436,8.0,202110171800,8.0,557.0,1
1437,7.0,202110171900,7.0,556.0,1
1438,7.0,202110172000,7.0,539.0,1
1439,7.0,202110172100,7.0,540.0,1
1440,6.0,202110172200,6.0,548.0,1
1441,5.0,202110172300,5.0,544.0,1
1442,4.0,202110180000,4.0,543.0,1
1443,4.0,202110180100,4.0,543.0,1
1444,3.0,202110180200,3.0,543.0,1
1445,4.0,202110180300,4.0,545.0,1
1446,4.0,202110180400,4.0,543.0,1
1447,5.0,202110180500,5.0,542.0,1
1448,5.0,202110180600,5.0,560.0,1
1449,4.0,202110180700,4.0,560.0,1
1450,2.0,202110180800,2.0,544.0,0
1451,2.0,202110180900,2.0,544.0,0
1452,2.0,202110181000,2.0,544.0,0
1453,2.0,202110181100,2.0,545.0,0
1454,2.0,202110181200,2.0,545.0,0
1455,3.0,202110181300,3.0,546.0,1
1456,3.0,202110181400,3.0,565.0,1
1457,5.0,202110181500,5.0,566.0,1
1458,7.0,202110181600,7.0,568.0,1
1459,10.0,202110181700,10.0,569.0,2
1460,11.0,202110181800,11.0,569.0,2
1461,12.0,202110181900,12.0,568.0,2
1462,13.0,202110182000,13.0,549.0,2
1463,13.0,202110182100,13.0,545.0,2
1464,14.0,202110182200,14.0,549.0,3
1465,12.0,202110182300,12.0,546.0,2
1466,10.0,202110190000,10.0,550.0,2
1467,9.0,202110190100,9.0,545.0,2
1468,8.0,202110190200,8.0,545.0,1
1469,7.0,202110190300,7.0,546.0,1
1470,6.0,202110190400,6.0,548.0,1
1471,5.0,202110190500,5.0,547.0,1
1472,4.0,202110190600,4.0,565.0,1
1473,4.0,202110190700,4.0,567.0,1
1474,3.0,202110190800,3.0,550.0,1
1475,2.0,202110190900,2.0,550.0,0
1476,2.0,202110191000,2.0,552.0,0
1477,2.0,202110191100,2.0,554.0,0
1478,2.0,202110191200,2.0,555.0,0
1479,1.0,202110191300,1.0,556.0,0
1480,1.0,202110191400,1.0,574.0,0
1481,2.0,202110191500,2.0,572.0,0
1482,4.0,202110191600,4.0,568.0,1
1483,3.0,202110191700,3.0,566.0,1
1484,3.0,202110191800,3.0,567.0,1
1485,2.0,202110191900,2.0,566.0,0
1486,2.0,202110192000,2.0,549.0,0
1487,2.0,202110192100,2.0,549.0,0
1488,7.0,202110192200,7.0,549.0,1
1489,8.0,202110192300,8.0,552.0,1
1490,9.0,202110200000,9.0,551.0,2
1491,9.0,202110200100,9.0,550.0,2
1492,10.0,202110200200,10.0,550.0,2
1493,10.0,202110200300,10.0,548.0,2
1494,11.0,202110200400,11.0,549.0,2
1495,12.0,202110200500,12.0,548.0,2
1496,13.0,202110200600,13.0,568.0,2
1497,12.0,202110200700,12.0,571.0,2
1498,12.0,202110200800,12.0,556.0,2
1499,11.0,202110200900,11.0,556.0,2
1500,9.0,202110201000,9.0,555.0,2
1501,9.0,202110201100,9.0,553.0,2
1502,10.0,202110201200,10.0,551.0,2
1503,10.0,202110201300,10.0,548.0,2
1504,13.0,202110201400,13.0,563.0,2
1505,21.0,202110201500,21.0,558.0,4
1506,28.0,202110201600,28.0,555.0,5
1507,34.0,202110201700,34.0,553.0,6
1508,36.0,202110201800,36.0,552.0,7
1509,40.0,202110201900,40.0,551.0,7
1510,45.0,202110202000,45.0,535.0,8
1511,54.0,202110202100,54.0,535.0,10
1512,59.0,202110202200,59.0,534.0,11
1513,57.0,202110202300,57.0,536.0,11
1514,52.0,202110210000,52.0,535.0,10
1515,52.0,202110210100,52.0,534.0,10
1516,50.0,202110210200,50.0,539.0,9
1517,49.0,202110210300,49.0,539.0,9
1518,50.0,202110210400,50.0,540.0,9
1519,52.0,202110210500,52.0,542.0,10
1520,56.0,202110210600,56.0,558.0,10
1521,55.0,202110210700,55.0,557.0,10
1522,54.0,202110210800,54.0,541.0,10
1523,48.0,202110210900,48.0,540.0,9
1524,46.0,202110211000,46.0,540.0,9
1525,51.0,202110211100,51.0,539.0,9
1526,49.0,202110211200,49.0,539.0,9
1527,48.0,202110211300,48.0,538.0,9
1528,45.0,202110211400,45.0,553.0,8
1529,44.0,202110211500,44.0,551.0,8
1530,42.0,202110211600,42.0,551.0,8
1531,41.0,202110211700,41.0,553.0,7
1532,41.0,202110211800,41.0,555.0,7
1533,38.0,202110211900,38.0,556.0,7
1534,37.0,202110212000,37.0,541.0,7
1535,38.0,202110212100,38.0,543.0,7
1536,35.0,202110212200,35.0,541.0,6
1537,35.0,202110212300,35.0,540.0,6
1538,34.0,202110220000,34.0,539.0,6
1539,30.0,202110220100,30.0,534.0,6
1540,29.0,202110220200,29.0,534.0,5
1541,26.0,202110220300,26.0,533.0,5
1542,25.0,202110220400,25.0,533.0,5
1543,23.0,202110220500,23.0,534.0,4
1544,23.0,202110220600,23.0,534.0,4
1545,23.0,202110220700,23.0,535.0,4
1546,23.0,202110220800,23.0,536.0,4
1547,20.0,202110220900,20.0,537.0,4
1548,15.0,202110221000,15.0,537.0,3
1549,15.0,202110221100,15.0,537.0,3
1550,15.0,202110221200,15.0,537.0,3
1551,15.0,202110221300,15.0,536.0,3
1552,20.0,202110221400,20.0,535.0,4
1553,23.0,202110221500,23.0,549.0,4
1554,24.0,202110221600,24.0,549.0,4
1555,24.0,202110221700,24.0,550.0,4
1556,24.0,202110221800,24.0,550.0,4
1557,24.0,202110221900,24.0,549.0,4
1558,25.0,202110222000,25.0,548.0,5
1559,25.0,202110222100,25.0,532.0,5
1560,41.0,202110222200,41.0,529.0,8
1561,41.0,202110222300,41.0,528.0,8
1562,39.0,202110230000,39.0,528.0,7
1563,29.0,202110230100,29.0,528.0,5
1564,21.0,202110230200,21.0,528.0,4
1565,16.0,202110230300,16.0,528.0,3
1566,11.0,202110230400,11.0,527.0,2
1567,8.0,202110230500,8.0,529.0,2
1568,6.0,202110230600,6.0,531.0,1
1569,2.0,202110230700,2.0,533.0,0
1570,2.0,202110230800,2.0,534.0,0
1571,1.0,202110230900,1.0,534.0,0
1572,2.0,202110231000,2.0,534.0,0
1573,4.0,202110231100,4.0,534.0,1
1574,7.0,202110231200,7.0,534.0,1
1575,13.0,202110231300,13.0,532.0,2
1576,17.0,202110231400,17.0,531.0,3
1577,22.0,202110231500,22.0,545.0,4
1578,22.0,202110231600,22.0,545.0,4
1579,23.0,202110231700,23.0,545.0,4
1580,24.0,202110231800,24.0,545.0,4
1581,23.0,202110231900,23.0,545.0,4
1582,24.0,202110232000,24.0,545.0,4
1583,26.0,202110232100,26.0,529.0,5
1584,22.0,202110232200,22.0,780.0,3
1585,23.0,202110232300,23.0,779.0,3
1586,24.0,202110240000,24.0,778.0,3
1587,25.0,202110240100,25.0,778.0,3
1588,25.0,202110240200,25.0,779.0,3
1589,25.0,202110240300,25.0,779.0,3
1590,24.0,202110240400,24.0,779.0,3
1591,22.0,202110240500,22.0,780.0,3
1592,21.0,202110240600,21.0,798.0,3
1593,21.0,202110240700,21.0,799.0,3
1594,19.0,202110240800,19.0,783.0,2
1595,18.0,202110240900,18.0,783.0,2
1596,19.0,202110241000,19.0,783.0,2
1597,19.0,202110241100,19.0,783.0,2
1598,19.0,202110241200,19.0,786.0,2
1599,17.0,202110241300,17.0,781.0,2
1600,15.0,202110241400,15.0,797.0,2
1601,15.0,202110241500,15.0,797.0,2
1602,16.0,202110241600,16.0,797.0,2
1603,16.0,202110241700,16.0,804.0,2
1604,15.0,202110241800,15.0,804.0,2
1605,14.0,202110241900,14.0,803.0,2
1606,13.0,202110242000,13.0,786.0,2
1607,12.0,202110242100,12.0,782.0,2
1608,9.0,202110242200,9.0,780.0,1
1609,7.0,202110242300,7.0,778.0,1
1610,6.0,202110250000,6.0,778.0,1
1611,5.0,202110250100,5.0,778.0,1
1612,4.0,202110250200,4.0,778.0,1
1613,3.0,202110250300,3.0,778.0,0
1614,3.0,202110250400,3.0,779.0,0
1615,4.0,202110250500,4.0,780.0,1
1616,4.0,202110250600,4.0,798.0,1
1617,4.0,202110250700,4.0,799.0,1
1618,5.0,202110250800,5.0,779.0,1
1619,7.0,202110250900,7.0,779.0,1
1620,10.0,202110251000,10.0,783.0,1
1621,11.0,202110251100,11.0,783.0,1
1622,12.0,202110251200,12.0,786.0,2
1623,11.0,202110251300,11.0,786.0,1
1624,10.0,202110251400,10.0,803.0,1
1625,10.0,202110251500,10.0,802.0,1
1626,11.0,202110251600,11.0,803.0,1
1627,12.0,202110251700,12.0,804.0,1
1628,12.0,202110251800,12.0,804.0,1
1629,13.0,202110251900,13.0,803.0,2
1630,14.0,202110252000,14.0,787.0,2
1631,15.0,202110252100,15.0,787.0,2
1632,31.0,202110252200,31.0,782.0,4
1633,31.0,202110252300,31.0,783.0,4
1634,29.0,202110260000,29.0,783.0,4
1635,26.0,202110260100,26.0,782.0,3
1636,25.0,202110260200,25.0,782.0,3
1637,25.0,202110260300,25.0,779.0,3
1638,25.0,202110260400,25.0,778.0,3
1639,22.0,202110260500,22.0,778.0,3
1640,21.0,202110260600,21.0,797.0,3
1641,24.0,202110260700,24.0,794.0,3
1642,24.0,202110260800,24.0,779.0,3
1643,24.0,202110260900,24.0,780.0,3
1644,22.0,202110261000,22.0,779.0,3
1645,15.0,202110261100,15.0,782.0,2
1646,11.0,202110261200,11.0,780.0,1
1647,9.0,202110261300,9.0,779.0,1
1648,9.0,202110261400,9.0,795.0,1
1649,11.0,202110261500,11.0,795.0,1
1650,13.0,202110261600,13.0,794.0,2
1651,15.0,202110261700,15.0,797.0,2
1652,15.0,202110261800,15.0,793.0,2
1653,15.0,202110261900,15.0,796.0,2
1654,13.0,202110262000,13.0,778.0,2
1655,11.0,202110262100,11.0,781.0,1
1656,3.0,202110262200,3.0,777.0,0
1657,3.0,202110262300,3.0,778.0,0
1658,3.0,202110270000,3.0,777.0,0
1659,1.0,202110270100,1.0,777.0,0
1660,0.0,202110270200,0.0,777.0,0
1661,0.0,202110270300,0.0,778.0,0
1662,0.0,202110270400,0.0,778.0,0
1663,0.0,202110270500,0.0,776.0,0
1664,0.0,202110270600,0.0,796.0,0
1665,0.0,202110270700,0.0,794.0,0
1666,1.0,202110270800,1.0,778.0,0
1667,3.0,202110270900,3.0,777.0,0
1668,3.0,202110271000,3.0,781.0,0
1669,2.0,202110271100,2.0,780.0,0
1670,2.0,202110271200,2.0,778.0,0
1671,2.0,202110271300,2.0,779.0,0
1672,2.0,202110271400,2.0,795.0,0
1673,0.0,202110271500,0.0,796.0,0
1674,0.0,202110271600,0.0,798.0,0
1675,1.0,202110271700,1.0,800.0,0
1676,3.0,202110271800,3.0,805.0,0
1677,3.0,202110271900,3.0,803.0,0
1678,3.0,202110272000,3.0,790.0,0
1679,5.0,202110272100,5.0,789.0,1
1680,3.0,202110272200,3.0,784.0,0
1681,3.0,202110272300,3.0,785.0,0
1682,3.0,202110280000,3.0,785.0,0
1683,3.0,202110280100,3.0,784.0,0
1684,3.0,202110280200,3.0,786.0,0
1685,3.0,202110280300,3.0,788.0,0
1686,3.0,202110280400,3.0,786.0,0
1687,3.0,202110280500,3.0,803.0,0
1688,4.0,202110280600,4.0,803.0,0
1689,5.0,202110280700,5.0,784.0,1
1690,5.0,202110280800,5.0,784.0,1
1691,5.0,202110280900,5.0,783.0,1
1692,5.0,202110281000,5.0,787.0,1
1693,4.0,202110281100,4.0,787.0,1
1694,2.0,202110281200,2.0,786.0,0
1695,2.0,202110281300,2.0,785.0,0
1696,4.0,202110281400,4.0,790.0,1
1697,5.0,202110281500,5.0,786.0,1
1698,6.0,202110281600,6.0,817.0,1
1699,8.0,202110281700,8.0,818.0,1
1700,9.0,202110281800,9.0,817.0,1
1701,9.0,202110281900,9.0,783.0,1
1702,9.0,202110282000,9.0,782.0,1
1703,10.0,202110282100,10.0,778.0,1
1704,11.0,202110282200,11.0,782.0,1
1705,11.0,202110282300,11.0,784.0,1
1706,13.0,202110290000,13.0,782.0,2
1707,13.0,202110290100,13.0,782.0,2
1708,13.0,202110290200,13.0,782.0,2
1709,15.0,202110290300,15.0,783.0,2
1710,17.0,202110290400,17.0,782.0,2
1711,19.0,202110290500,19.0,784.0,2
1712,20.0,202110290600,20.0,784.0,3
1713,20.0,202110290700,20.0,787.0,3
1714,20.0,202110290800,20.0,787.0,3
1715,20.0,202110290900,20.0,787.0,3
1716,20.0,202110291000,20.0,785.0,3
1717,17.0,202110291100,17.0,785.0,2
1718,15.0,202110291200,15.0,785.0,2
1719,16.0,202110291300,16.0,788.0,2
1720,19.0,202110291400,19.0,784.0,2
1721,25.0,202110291500,25.0,779.0,3
1722,27.0,202110291600,27.0,814.0,3
1723,25.0,202110291700,25.0,811.0,3
1724,24.0,202110291800,24.0,811.0,3
1725,25.0,202110291900,25.0,781.0,3
1726,25.0,202110292000,25.0,781.0,3
1727,25.0,202110292100,25.0,782.0,3
1728,19.0,202110292200,19.0,652.0,3
1729,19.0,202110292300,19.0,654.0,3
1730,17.0,202110300000,17.0,657.0,3
1731,17.0,202110300100,17.0,658.0,3
1732,17.0,202110300200,17.0,658.0,3
1733,17.0,202110300300,17.0,659.0,3
1734,17.0,202110300400,17.0,662.0,3
1735,17.0,202110300500,17.0,660.0,3
1736,17.0,202110300600,17.0,655.0,3
1737,17.0,202110300700,17.0,656.0,3
1738,14.0,202110300800,14.0,657.0,2
1739,11.0,202110300900,11.0,657.0,2
1740,11.0,202110301000,11.0,657.0,2
1741,11.0,202110301100,11.0,654.0,2
1742,10.0,202110301200,10.0,653.0,2
1743,10.0,202110301300,10.0,653.0,2
1744,12.0,202110301400,12.0,654.0,2
1745,17.0,202110301500,17.0,651.0,3
1746,22.0,202110301600,22.0,684.0,3
1747,23.0,202110301700,23.0,685.0,3
1748,20.0,202110301800,20.0,687.0,3
1749,18.0,202110301900,18.0,656.0,3
1750,16.0,202110302000,16.0,658.0,2
1751,16.0,202110302100,16.0,657.0,2
1752,10.0,202110302200,10.0,659.0,2
1753,8.0,202110302300,8.0,660.0,1
1754,7.0,202110310000,7.0,659.0,1
1755,6.0,202110310100,6.0,650.0,1
1756,4.0,202110310200,4.0,645.0,1
1757,4.0,202110310300,4.0,661.0,1
1758,4.0,202110310400,4.0,659.0,1
1759,4.0,202110310500,4.0,678.0,1
1760,4.0,202110310600,4.0,677.0,1
1761,4.0,202110310700,4.0,660.0,1
1762,4.0,202110310800,4.0,658.0,1
1763,2.0,202110310900,2.0,657.0,0
1764,0.0,202110311000,0.0,657.0,0
1765,0.0,202110311100,0.0,656.0,0
1766,0.0,202110311200,0.0,655.0,0
1767,0.0,202110311300,0.0,658.0,0
1768,0.0,202110311400,0.0,654.0,0
1769,1.0,202110311500,1.0,654.0,0
1770,2.0,202110311600,2.0,686.0,0
1771,1.0,202110311700,1.0,686.0,0
1772,3.0,202110311800,3.0,687.0,0
1773,4.0,202110311900,4.0,656.0,1
1774,5.0,202110312000,5.0,657.0,1
1775,5.0,202110312100,5.0,658.0,1
1776,6.0,202110312200,6.0,652.0,1
1777,8.0,202110312300,8.0,654.0,1
1778,10.0,202111010000,10.0,657.0,2
1779,10.0,202111010100,10.0,658.0,2
1780,8.0,202111010200,8.0,658.0,1
1781,7.0,202111010300,7.0,655.0,1
1782,8.0,202111010400,8.0,655.0,1
1783,8.0,202111010500,8.0,670.0,1
1784,8.0,202111010600,8.0,671.0,1
1785,8.0,202111010700,8.0,656.0,1
1786,9.0,202111010800,9.0,658.0,1
1787,8.0,202111010900,8.0,659.0,1
1788,7.0,202111011000,7.0,658.0,1
1789,8.0,202111011100,8.0,658.0,1
1790,10.0,202111011200,10.0,657.0,2
1791,11.0,202111011300,11.0,657.0,2
1792,17.0,202111011400,17.0,656.0,3
1793,23.0,202111011500,23.0,653.0,4
1794,24.0,202111011600,24.0,689.0,3
1795,25.0,202111011700,25.0,694.0,4
1796,25.0,202111011800,25.0,698.0,4
1797,29.0,202111011900,29.0,670.0,4
1798,32.0,202111012000,32.0,672.0,5
1799,32.0,202111012100,32.0,676.0,5
1800,29.0,202111012200,29.0,672.0,4
1801,30.0,202111012300,30.0,674.0,4
1802,29.0,202111020000,29.0,658.0,4
1803,29.0,202111020100,29.0,658.0,4
1804,29.0,202111020200,29.0,663.0,4
1805,31.0,202111020300,31.0,662.0,5
1806,34.0,202111020400,34.0,674.0,5
1807,34.0,202111020500,34.0,692.0,5
1808,34.0,202111020600,34.0,692.0,5
1809,34.0,202111020700,34.0,678.0,5
1810,34.0,202111020800,34.0,678.0,5
1811,34.0,202111020900,34.0,678.0,5
1812,34.0,202111021000,34.0,676.0,5
1813,32.0,202111021100,32.0,673.0,5
1814,29.0,202111021200,29.0,671.0,4
1815,29.0,202111021300,29.0,671.0,4
1816,27.0,202111021400,27.0,669.0,4
1817,23.0,202111021500,23.0,667.0,3
1818,22.0,202111021600,22.0,701.0,3
1819,27.0,202111021700,27.0,702.0,4
1820,31.0,202111021800,31.0,704.0,4
1821,29.0,202111021900,29.0,674.0,4
1822,26.0,202111022000,26.0,675.0,4
1823,24.0,202111022100,24.0,677.0,4
1824,24.0,202111022200,24.0,672.0,4
1825,21.0,202111022300,21.0,674.0,3
1826,22.0,202111030000,22.0,673.0,3
1827,21.0,202111030100,21.0,673.0,3
1828,14.0,202111030200,14.0,673.0,2
1829,12.0,202111030300,12.0,671.0,2
1830,10.0,202111030400,10.0,673.0,1
1831,12.0,202111030500,12.0,684.0,2
1832,16.0,202111030600,16.0,683.0,2
1833,28.0,202111030700,28.0,664.0,4
1834,29.0,202111030800,29.0,661.0,4
1835,31.0,202111030900,31.0,659.0,5
1836,30.0,202111031000,30.0,656.0,5
1837,25.0,202111031100,25.0,656.0,4
1838,28.0,202111031200,28.0,655.0,4
1839,29.0,202111031300,29.0,654.0,4
1840,29.0,202111031400,29.0,652.0,4
1841,30.0,202111031500,30.0,651.0,5
1842,31.0,202111031600,31.0,684.0,5
1843,31.0,202111031700,31.0,685.0,5
1844,31.0,202111031800,31.0,685.0,5
1845,31.0,202111031900,31.0,653.0,5
1846,31.0,202111032000,31.0,653.0,5
1847,31.0,202111032100,31.0,651.0,5
1848,31.0,202111032200,31.0,654.0,5
1849,31.0,202111032300,31.0,651.0,5
1850,31.0,202111040000,31.0,654.0,5
1851,31.0,202111040100,31.0,655.0,5
1852,31.0,202111040200,31.0,655.0,5
1853,31.0,202111040300,31.0,652.0,5
1854,31.0,202111040400,31.0,651.0,5
1855,31.0,202111040500,31.0,667.0,5
1856,31.0,202111040600,31.0,668.0,5
1857,31.0,202111040700,31.0,651.0,5
1858,31.0,202111040800,31.0,652.0,5
1859,31.0,202111040900,31.0,653.0,5
1860,31.0,202111041000,31.0,653.0,5
1861,31.0,202111041100,31.0,654.0,5
1862,31.0,202111041200,31.0,656.0,5
1863,28.0,202111041300,28.0,657.0,4
1864,27.0,202111041400,27.0,659.0,4
1865,24.0,202111041500,24.0,661.0,4
1866,24.0,202111041600,24.0,694.0,3
1867,24.0,202111041700,24.0,694.0,3
1868,28.0,202111041800,28.0,694.0,4
1869,31.0,202111041900,31.0,663.0,5
1870,29.0,202111042000,29.0,664.0,4
1871,28.0,202111042100,28.0,662.0,4
1872,28.0,202111042200,28.0,669.0,4
1873,24.0,202111042300,24.0,666.0,4
1874,25.0,202111050000,25.0,668.0,4
1875,24.0,202111050100,24.0,669.0,4
1876,21.0,202111050200,21.0,669.0,3
1877,21.0,202111050300,21.0,665.0,3
1878,24.0,202111050400,24.0,664.0,4
1879,24.0,202111050500,24.0,663.0,4
1880,24.0,202111050600,24.0,662.0,4
1881,28.0,202111050700,28.0,660.0,4
1882,28.0,202111050800,28.0,659.0,4
1883,27.0,202111050900,27.0,657.0,4
1884,27.0,202111051000,27.0,656.0,4
1885,28.0,202111051100,28.0,655.0,4
1886,30.0,202111051200,30.0,655.0,5
1887,28.0,202111051300,28.0,655.0,4
1888,28.0,202111051400,28.0,655.0,4
1889,28.0,202111051500,28.0,656.0,4
1890,30.0,202111051600,30.0,688.0,4
1891,30.0,202111051700,30.0,689.0,4
1892,27.0,202111051800,27.0,688.0,4
1893,24.0,202111051900,24.0,656.0,4
1894,25.0,202111052000,25.0,656.0,4
1895,22.0,202111052100,22.0,655.0,3
1896,20.0,202111052200,20.0,776.0,3
1897,15.0,202111052300,15.0,773.0,2
1898,12.0,202111060000,12.0,776.0,2
1899,7.0,202111060100,7.0,771.0,1
1900,5.0,202111060200,5.0,771.0,1
1901,5.0,202111060300,5.0,772.0,1
1902,4.0,202111060400,4.0,771.0,1
1903,3.0,202111060500,3.0,771.0,0
1904,2.0,202111060600,2.0,770.0,0
1905,3.0,202111060700,3.0,772.0,0
1906,5.0,202111060800,5.0,772.0,1
1907,7.0,202111060900,7.0,773.0,1
1908,7.0,202111061000,7.0,775.0,1
1909,7.0,202111061100,7.0,776.0,1
1910,5.0,202111061200,5.0,775.0,1
1911,5.0,202111061300,5.0,775.0,1
1912,5.0,202111061400,5.0,773.0,1
1913,5.0,202111061500,5.0,773.0,1
1914,6.0,202111061600,6.0,805.0,1
1915,11.0,202111061700,11.0,806.0,1
1916,13.0,202111061800,13.0,807.0,2
1917,20.0,202111061900,20.0,776.0,3
1918,25.0,202111062000,25.0,776.0,3
1919,19.0,202111062100,19.0,778.0,2
1920,11.0,202111062200,11.0,788.0,1
1921,8.0,202111062300,8.0,785.0,1
1922,19.0,202111070000,19.0,789.0,2
1923,21.0,202111070100,21.0,789.0,3
1924,21.0,202111070200,21.0,794.0,3
1925,16.0,202111070300,16.0,797.0,2
1926,13.0,202111070400,13.0,797.0,2
1927,13.0,202111070500,13.0,813.0,2
1928,10.0,202111070600,10.0,809.0,1
1929,9.0,202111070700,9.0,794.0,1
1930,15.0,202111070800,15.0,793.0,2
1931,21.0,202111070900,21.0,793.0,3
1932,24.0,202111071000,24.0,793.0,3
1933,22.0,202111071100,22.0,793.0,3
1934,23.0,202111071200,23.0,792.0,3
1935,22.0,202111071300,22.0,792.0,3
1936,22.0,202111071400,22.0,791.0,3
1937,20.0,202111071500,20.0,791.0,3
1938,22.0,202111071600,22.0,824.0,3
1939,22.0,202111071700,22.0,825.0,3
1940,22.0,202111071800,22.0,826.0,3
1941,26.0,202111071900,26.0,793.0,3
1942,29.0,202111072000,29.0,793.0,4
1943,26.0,202111072100,26.0,793.0,3
1944,29.0,202111072200,29.0,665.0,4
1945,30.0,202111072300,30.0,666.0,5
1946,30.0,202111080000,30.0,664.0,5
1947,30.0,202111080100,30.0,664.0,5
1948,30.0,202111080200,30.0,664.0,5
1949,30.0,202111080300,30.0,667.0,4
1950,30.0,202111080400,30.0,666.0,5
1951,30.0,202111080500,30.0,683.0,4
1952,30.0,202111080600,30.0,682.0,4
1953,30.0,202111080700,30.0,665.0,5
1954,30.0,202111080800,30.0,665.0,5
1955,26.0,202111080900,26.0,665.0,4
1956,17.0,202111081000,17.0,664.0,3
1957,16.0,202111081100,16.0,663.0,2
1958,10.0,202111081200,10.0,661.0,2
1959,7.0,202111081300,7.0,658.0,1
1960,9.0,202111081400,9.0,658.0,1
1961,8.0,202111081500,8.0,657.0,1
1962,8.0,202111081600,8.0,690.0,1
1963,8.0,202111081700,8.0,690.0,1
1964,9.0,202111081800,9.0,691.0,1
1965,12.0,202111081900,12.0,658.0,2
1966,10.0,202111082000,10.0,657.0,2
1967,9.0,202111082100,9.0,656.0,1
1968,8.0,202111082200,8.0,667.0,1
1969,10.0,202111082300,10.0,664.0,2
1970,10.0,202111090000,10.0,667.0,1
1971,10.0,202111090100,10.0,661.0,2
1972,8.0,202111090200,8.0,661.0,1
1973,8.0,202111090300,8.0,659.0,1
1974,10.0,202111090400,10.0,658.0,2
1975,8.0,202111090500,8.0,674.0,1
1976,7.0,202111090600,7.0,675.0,1
1977,5.0,202111090700,5.0,660.0,1
1978,5.0,202111090800,5.0,659.0,1
1979,4.0,202111090900,4.0,659.0,1
1980,4.0,202111091000,4.0,658.0,1
1981,5.0,202111091100,5.0,657.0,1
1982,6.0,202111091200,6.0,656.0,1
1983,5.0,202111091300,5.0,657.0,1
1984,7.0,202111091400,7.0,657.0,1
1985,6.0,202111091500,6.0,658.0,1
1986,7.0,202111091600,7.0,694.0,1
1987,7.0,202111091700,7.0,697.0,1
1988,7.0,202111091800,7.0,697.0,1
1989,5.0,202111091900,5.0,667.0,1
1990,4.0,202111092000,4.0,668.0,1
1991,3.0,202111092100,3.0,671.0,0
1992,3.0,202111092200,3.0,670.0,0
1993,4.0,202111092300,4.0,670.0,1
1994,6.0,202111100000,6.0,673.0,1
1995,8.0,202111100100,8.0,673.0,1
1996,9.0,202111100200,9.0,673.0,1
1997,9.0,202111100300,9.0,676.0,1
1998,10.0,202111100400,10.0,675.0,1
1999,10.0,202111100500,10.0,689.0,1
