,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS
1027,,329.0,,1283.0,17206.0,44.0,,,1305.0,202002121900,202002122000,19794.0,1305.0,373.0,20167.0,98,6
1028,,327.0,,1279.0,16203.0,50.0,,,1262.0,202002122000,202002122100,18744.0,1262.0,377.0,19121.0,98,7
1029,,330.0,,1276.0,15229.0,53.0,,,1176.0,202002122100,202002122200,17681.0,1176.0,383.0,18064.0,98,7
1030,,330.0,,1272.0,14425.0,52.0,,,1027.0,202002122200,202002122300,16724.0,1027.0,382.0,17106.0,98,6
1031,,329.0,,1243.0,14563.0,51.0,,,941.0,202002122300,202002130000,16747.0,941.0,380.0,17127.0,98,5
1032,,329.0,,1241.0,14684.0,47.0,,,847.0,202002130000,202002130100,16772.0,847.0,376.0,17148.0,98,5
1033,,327.0,,1241.0,14785.0,43.0,,,667.0,202002130100,202002130200,16693.0,667.0,370.0,17063.0,98,4
1034,,324.0,,1240.0,15070.0,35.0,,,582.0,202002130200,202002130300,16892.0,582.0,359.0,17251.0,98,3
1035,,327.0,,1240.0,15538.0,33.0,,,567.0,202002130300,202002130400,17345.0,567.0,360.0,17705.0,98,3
1036,,329.0,,1245.0,16622.0,29.0,,,529.0,202002130400,202002130500,18396.0,529.0,358.0,18754.0,98,3
1037,,330.0,,1243.0,18894.0,25.0,,,503.0,202002130500,202002130600,20640.0,503.0,355.0,20995.0,98,2
1038,,324.0,,1242.0,21327.0,22.0,,,612.0,202002130600,202002130700,23181.0,612.0,346.0,23527.0,99,3
1039,,331.0,,1235.0,21911.0,21.0,,,492.0,202002130700,202002130800,23638.0,492.0,352.0,23990.0,99,2
1040,,346.0,,1228.0,21227.0,21.0,,,581.0,202002130800,202002130900,23036.0,581.0,367.0,23403.0,98,2
1041,,352.0,,1227.0,20796.0,21.0,,,532.0,202002130900,202002131000,22555.0,532.0,373.0,22928.0,98,2
1042,,353.0,,1220.0,20667.0,22.0,,,611.0,202002131000,202002131100,22498.0,611.0,375.0,22873.0,98,3
1043,,341.0,,1221.0,20291.0,26.0,,,635.0,202002131100,202002131200,22147.0,635.0,367.0,22514.0,98,3
1044,,344.0,,1220.0,19916.0,36.0,,,488.0,202002131200,202002131300,21624.0,488.0,380.0,22004.0,98,2
1045,,350.0,,1217.0,19353.0,43.0,,,617.0,202002131300,202002131400,21187.0,617.0,393.0,21580.0,98,3
1046,,353.0,,1217.0,19387.0,48.0,,,659.0,202002131400,202002131500,21263.0,659.0,401.0,21664.0,98,3
1047,,354.0,,1221.0,19861.0,47.0,,,529.0,202002131500,202002131600,21611.0,529.0,401.0,22012.0,98,2
1048,,352.0,,1222.0,20504.0,45.0,,,530.0,202002131600,202002131700,22256.0,530.0,397.0,22653.0,98,2
1049,,349.0,,1219.0,20313.0,49.0,,,441.0,202002131700,202002131800,21973.0,441.0,398.0,22371.0,98,2
1050,,351.0,,1216.0,20139.0,50.0,,,401.0,202002131800,202002131900,21756.0,401.0,401.0,22157.0,98,2
1051,,351.0,,1215.0,19754.0,43.0,,,460.0,202002131900,202002132000,21429.0,460.0,394.0,21823.0,98,2
1052,,355.0,,1217.0,19474.0,42.0,,,437.0,202002132000,202002132100,21128.0,437.0,397.0,21525.0,98,2
1053,,351.0,,1217.0,19194.0,39.0,,,386.0,202002132100,202002132200,20797.0,386.0,390.0,21187.0,98,2
1054,,353.0,,1215.0,18517.0,40.0,,,359.0,202002132200,202002132300,20091.0,359.0,393.0,20484.0,98,2
1055,,352.0,,1199.0,19060.0,38.0,,,330.0,202002132300,202002140000,20589.0,330.0,390.0,20979.0,98,2
1056,,357.0,,1193.0,18928.0,29.0,,,340.0,202002140000,202002140100,20461.0,340.0,386.0,20847.0,98,2
1057,,355.0,,1191.0,18867.0,31.0,,,345.0,202002140100,202002140200,20403.0,345.0,386.0,20789.0,98,2
1058,,359.0,,1186.0,18826.0,42.0,,,366.0,202002140200,202002140300,20378.0,366.0,401.0,20779.0,98,2
1059,,358.0,,1184.0,18967.0,39.0,,,439.0,202002140300,202002140400,20590.0,439.0,397.0,20987.0,98,2
1060,,358.0,,1185.0,19442.0,37.0,,,416.0,202002140400,202002140500,21043.0,416.0,395.0,21438.0,98,2
1061,,358.0,,1185.0,20347.0,41.0,,,395.0,202002140500,202002140600,21927.0,395.0,399.0,22326.0,98,2
1062,,359.0,,1187.0,21490.0,39.0,,,434.0,202002140600,202002140700,23111.0,434.0,398.0,23509.0,98,2
1063,,351.0,,1189.0,21852.0,48.0,,,391.0,202002140700,202002140800,23432.0,391.0,399.0,23831.0,98,2
1064,,357.0,,1189.0,21672.0,53.0,,,351.0,202002140800,202002140900,23212.0,351.0,410.0,23622.0,98,1
1065,,357.0,,1183.0,20960.0,61.0,,,362.0,202002140900,202002141000,22505.0,362.0,418.0,22923.0,98,2
1066,,356.0,,1181.0,20494.0,55.0,,,378.0,202002141000,202002141100,22053.0,378.0,411.0,22464.0,98,2
1067,,356.0,,1183.0,20414.0,55.0,,,478.0,202002141100,202002141200,22075.0,478.0,411.0,22486.0,98,2
1068,,355.0,,1177.0,20268.0,58.0,,,616.0,202002141200,202002141300,22061.0,616.0,413.0,22474.0,98,3
1069,,350.0,,1176.0,20025.0,61.0,,,811.0,202002141300,202002141400,22012.0,811.0,411.0,22423.0,98,4
1070,,352.0,,1172.0,19997.0,56.0,,,945.0,202002141400,202002141500,22114.0,945.0,408.0,22522.0,98,4
1071,,359.0,,1172.0,19733.0,56.0,,,1119.0,202002141500,202002141600,22024.0,1119.0,415.0,22439.0,98,5
1072,,347.0,,1170.0,19763.0,57.0,,,1335.0,202002141600,202002141700,22268.0,1335.0,404.0,22672.0,98,6
1073,,357.0,,1171.0,19229.0,62.0,,,1279.0,202002141700,202002141800,21679.0,1279.0,419.0,22098.0,98,6
1074,,356.0,,1168.0,18718.0,56.0,,,1317.0,202002141800,202002141900,21203.0,1317.0,412.0,21615.0,98,6
1075,,355.0,,1167.0,17748.0,54.0,,,1408.0,202002141900,202002142000,20323.0,1408.0,409.0,20732.0,98,7
1076,,357.0,,1166.0,17313.0,55.0,,,1555.0,202002142000,202002142100,20034.0,1555.0,412.0,20446.0,98,8
1077,,355.0,,1164.0,16206.0,55.0,,,1535.0,202002142100,202002142200,18905.0,1535.0,410.0,19315.0,98,8
1078,,348.0,,1163.0,15110.0,54.0,,,1403.0,202002142200,202002142300,17676.0,1403.0,402.0,18078.0,98,8
1079,,354.0,,1161.0,13558.0,52.0,,,1407.0,202002142300,202002150000,16126.0,1407.0,406.0,16532.0,98,9
1080,,359.0,,1165.0,12640.0,49.0,,,1243.0,202002150000,202002150100,15048.0,1243.0,408.0,15456.0,97,8
1081,,362.0,,1166.0,12142.0,53.0,,,1372.0,202002150100,202002150200,14680.0,1372.0,415.0,15095.0,97,9
1082,,362.0,,1169.0,11843.0,63.0,,,1275.0,202002150200,202002150300,14287.0,1275.0,425.0,14712.0,97,9
1083,,360.0,,1173.0,12053.0,76.0,,,1105.0,202002150300,202002150400,14331.0,1105.0,436.0,14767.0,97,7
1084,,362.0,,1175.0,12575.0,81.0,,,1028.0,202002150400,202002150500,14778.0,1028.0,443.0,15221.0,97,7
1085,,365.0,,1174.0,12694.0,81.0,,,1088.0,202002150500,202002150600,14956.0,1088.0,446.0,15402.0,97,7
1086,,365.0,,1176.0,13949.0,80.0,,,1069.0,202002150600,202002150700,16194.0,1069.0,445.0,16639.0,97,6
1087,,366.0,,1177.0,14936.0,79.0,,,1089.0,202002150700,202002150800,17202.0,1089.0,445.0,17647.0,97,6
1088,,363.0,,1178.0,16605.0,79.0,,,1142.0,202002150800,202002150900,18925.0,1142.0,442.0,19367.0,98,6
1089,,358.0,,1176.0,17243.0,79.0,,,1100.0,202002150900,202002151000,19519.0,1100.0,437.0,19956.0,98,6
1090,,358.0,,1185.0,17335.0,80.0,,,1059.0,202002151000,202002151100,19579.0,1059.0,438.0,20017.0,98,5
1091,,355.0,,1184.0,16678.0,79.0,,,1103.0,202002151100,202002151200,18965.0,1103.0,434.0,19399.0,98,6
1092,,358.0,,1177.0,15603.0,79.0,,,1071.0,202002151200,202002151300,17851.0,1071.0,437.0,18288.0,98,6
1093,,358.0,,1178.0,15672.0,78.0,,,1058.0,202002151300,202002151400,17908.0,1058.0,436.0,18344.0,98,6
1094,,366.0,,1185.0,16488.0,76.0,,,1111.0,202002151400,202002151500,18784.0,1111.0,442.0,19226.0,98,6
1095,,364.0,,1183.0,17234.0,76.0,,,1274.0,202002151500,202002151600,19691.0,1274.0,440.0,20131.0,98,6
1096,,364.0,,1183.0,17540.0,75.0,,,1415.0,202002151600,202002151700,20138.0,1415.0,439.0,20577.0,98,7
1097,,365.0,,1181.0,16848.0,72.0,,,1493.0,202002151700,202002151800,19522.0,1493.0,437.0,19959.0,98,7
1098,,364.0,,1182.0,15023.0,70.0,,,1666.0,202002151800,202002151900,17871.0,1666.0,434.0,18305.0,98,9
1099,,365.0,,1185.0,12443.0,68.0,,,1720.0,202002151900,202002152000,15348.0,1720.0,433.0,15781.0,97,11
1100,,366.0,,1189.0,10558.0,63.0,,,1778.0,202002152000,202002152100,13525.0,1778.0,429.0,13954.0,97,13
1101,,366.0,,1191.0,9290.0,54.0,,,1765.0,202002152100,202002152200,12246.0,1765.0,420.0,12666.0,97,14
1102,,365.0,,1199.0,8476.0,54.0,,,1691.0,202002152200,202002152300,11366.0,1691.0,419.0,11785.0,96,14
1103,,367.0,,1235.0,8808.0,57.0,,,1635.0,202002152300,202002160000,11678.0,1635.0,424.0,12102.0,96,14
1104,,366.0,,1246.0,8819.0,64.0,,,1682.0,202002160000,202002160100,11747.0,1682.0,430.0,12177.0,96,14
1105,,367.0,,1255.0,8443.0,69.0,,,1737.0,202002160100,202002160200,11435.0,1737.0,436.0,11871.0,96,15
1106,,365.0,,1270.0,8084.0,77.0,,,1715.0,202002160200,202002160300,11069.0,1715.0,442.0,11511.0,96,15
1107,,367.0,,1278.0,7505.0,73.0,,,1663.0,202002160300,202002160400,10446.0,1663.0,440.0,10886.0,96,15
1108,,365.0,,1287.0,7286.0,78.0,,,1576.0,202002160400,202002160500,10149.0,1576.0,443.0,10592.0,96,15
1109,,359.0,,1295.0,7370.0,83.0,,,1587.0,202002160500,202002160600,10252.0,1587.0,442.0,10694.0,96,15
1110,,363.0,,1299.0,7995.0,83.0,,,1589.0,202002160600,202002160700,10883.0,1589.0,446.0,11329.0,96,14
1111,,362.0,,1305.0,8874.0,77.0,,,1472.0,202002160700,202002160800,11651.0,1472.0,439.0,12090.0,96,12
1112,,357.0,,1309.0,9650.0,71.0,,,1362.0,202002160800,202002160900,12321.0,1362.0,428.0,12749.0,97,11
1113,,357.0,,1336.0,10637.0,66.0,,,1411.0,202002160900,202002161000,13384.0,1411.0,423.0,13807.0,97,10
1114,,361.0,,1339.0,10990.0,62.0,,,1373.0,202002161000,202002161100,13702.0,1373.0,423.0,14125.0,97,10
1115,,362.0,,1342.0,10864.0,63.0,,,1452.0,202002161100,202002161200,13658.0,1452.0,425.0,14083.0,97,10
1116,,361.0,,1345.0,10720.0,60.0,,,1416.0,202002161200,202002161300,13481.0,1416.0,421.0,13902.0,97,10
1117,,362.0,,1347.0,10569.0,75.0,,,1600.0,202002161300,202002161400,13516.0,1600.0,437.0,13953.0,97,11
1118,,360.0,,1345.0,10807.0,82.0,,,1505.0,202002161400,202002161500,13657.0,1505.0,442.0,14099.0,97,11
1119,,360.0,,1345.0,11656.0,89.0,,,1657.0,202002161500,202002161600,14658.0,1657.0,449.0,15107.0,97,11
1120,,360.0,,1344.0,13375.0,89.0,,,1743.0,202002161600,202002161700,16462.0,1743.0,449.0,16911.0,97,10
1121,,361.0,,1344.0,13942.0,87.0,,,1875.0,202002161700,202002161800,17161.0,1875.0,448.0,17609.0,97,11
1122,,360.0,,1343.0,13608.0,81.0,,,1866.0,202002161800,202002161900,16817.0,1866.0,441.0,17258.0,97,11
1123,,363.0,,1344.0,12919.0,76.0,,,1793.0,202002161900,202002162000,16056.0,1793.0,439.0,16495.0,97,11
1124,,365.0,,1343.0,12023.0,77.0,,,1718.0,202002162000,202002162100,15084.0,1718.0,442.0,15526.0,97,11
1125,,366.0,,1342.0,10742.0,73.0,,,1508.0,202002162100,202002162200,13592.0,1508.0,439.0,14031.0,97,11
1126,,364.0,,1339.0,9868.0,67.0,,,1517.0,202002162200,202002162300,12724.0,1517.0,431.0,13155.0,97,12
1127,,359.0,,1357.0,9644.0,58.0,,,1500.0,202002162300,202002170000,12501.0,1500.0,417.0,12918.0,97,12
1128,,361.0,,1356.0,9414.0,57.0,,,1458.0,202002170000,202002170100,12228.0,1458.0,418.0,12646.0,97,12
1129,,360.0,,1354.0,9117.0,57.0,,,1433.0,202002170100,202002170200,11904.0,1433.0,417.0,12321.0,97,12
1130,,360.0,,1354.0,8334.0,57.0,,,1465.0,202002170200,202002170300,11153.0,1465.0,417.0,11570.0,96,13
1131,,358.0,,1352.0,8297.0,54.0,,,1460.0,202002170300,202002170400,11109.0,1460.0,412.0,11521.0,96,13
1132,,359.0,,1356.0,10074.0,57.0,,,1473.0,202002170400,202002170500,12903.0,1473.0,416.0,13319.0,97,11
1133,,358.0,,1361.0,13820.0,56.0,,,1440.0,202002170500,202002170600,16621.0,1440.0,414.0,17035.0,98,8
1134,,359.0,,1363.0,16176.0,55.0,,,1469.0,202002170600,202002170700,19008.0,1469.0,414.0,19422.0,98,8
1135,,359.0,,1370.0,16801.0,61.0,,,1458.0,202002170700,202002170800,19629.0,1458.0,420.0,20049.0,98,7
1136,,359.0,,1354.0,16411.0,62.0,,,1407.0,202002170800,202002170900,19172.0,1407.0,421.0,19593.0,98,7
1137,,357.0,,1355.0,16561.0,60.0,,,1466.0,202002170900,202002171000,19382.0,1466.0,417.0,19799.0,98,7
1138,,360.0,,1359.0,16221.0,63.0,,,1396.0,202002171000,202002171100,18976.0,1396.0,423.0,19399.0,98,7
1139,,358.0,,1350.0,15654.0,64.0,,,1358.0,202002171100,202002171200,18362.0,1358.0,422.0,18784.0,98,7
1140,,356.0,,1360.0,15357.0,59.0,,,1395.0,202002171200,202002171300,18112.0,1395.0,415.0,18527.0,98,8
1141,,356.0,,1358.0,15342.0,63.0,,,1436.0,202002171300,202002171400,18136.0,1436.0,419.0,18555.0,98,8
1142,,357.0,,1361.0,15508.0,56.0,,,1470.0,202002171400,202002171500,18339.0,1470.0,413.0,18752.0,98,8
1143,,353.0,,1368.0,16043.0,54.0,,,1653.0,202002171500,202002171600,19064.0,1653.0,407.0,19471.0,98,8
1144,,356.0,,1368.0,16995.0,50.0,,,1694.0,202002171600,202002171700,20057.0,1694.0,406.0,20463.0,98,8
1145,,356.0,,1377.0,16338.0,48.0,,,1751.0,202002171700,202002171800,19466.0,1751.0,404.0,19870.0,98,9
1146,,358.0,,1378.0,16054.0,47.0,,,1884.0,202002171800,202002171900,19316.0,1884.0,405.0,19721.0,98,10
1147,,356.0,,1384.0,15089.0,44.0,,,1920.0,202002171900,202002172000,18393.0,1920.0,400.0,18793.0,98,10
1148,,357.0,,1383.0,14684.0,53.0,,,1862.0,202002172000,202002172100,17929.0,1862.0,410.0,18339.0,98,10
1149,,356.0,,1385.0,13450.0,60.0,,,1845.0,202002172100,202002172200,16680.0,1845.0,416.0,17096.0,98,11
1150,,354.0,,1385.0,12426.0,57.0,,,1845.0,202002172200,202002172300,15656.0,1845.0,411.0,16067.0,97,11
1151,,356.0,,1386.0,11079.0,55.0,,,1824.0,202002172300,202002180000,14289.0,1824.0,411.0,14700.0,97,12
1152,,357.0,,1385.0,10264.0,58.0,,,1833.0,202002180000,202002180100,13482.0,1833.0,415.0,13897.0,97,13
1153,,354.0,,1383.0,9956.0,62.0,,,1883.0,202002180100,202002180200,13222.0,1883.0,416.0,13638.0,97,14
1154,,355.0,,1380.0,9550.0,63.0,,,1779.0,202002180200,202002180300,12709.0,1779.0,418.0,13127.0,97,14
1155,,355.0,,1379.0,9952.0,62.0,,,1860.0,202002180300,202002180400,13191.0,1860.0,417.0,13608.0,97,14
1156,,356.0,,1378.0,11500.0,61.0,,,1724.0,202002180400,202002180500,14602.0,1724.0,417.0,15019.0,97,11
1157,,352.0,,1377.0,13901.0,60.0,,,1544.0,202002180500,202002180600,16822.0,1544.0,412.0,17234.0,98,9
1158,,352.0,,1376.0,15974.0,56.0,,,1751.0,202002180600,202002180700,19101.0,1751.0,408.0,19509.0,98,9
1159,,352.0,,1372.0,16311.0,56.0,,,1684.0,202002180700,202002180800,19367.0,1684.0,408.0,19775.0,98,9
1160,,348.0,,1368.0,16348.0,56.0,,,1602.0,202002180800,202002180900,19318.0,1602.0,404.0,19722.0,98,8
1161,,353.0,,1362.0,16256.0,59.0,,,1555.0,202002180900,202002181000,19173.0,1555.0,412.0,19585.0,98,8
1162,,354.0,,1368.0,16139.0,60.0,,,1522.0,202002181000,202002181100,19029.0,1522.0,414.0,19443.0,98,8
1163,,354.0,,1370.0,15449.0,61.0,,,1537.0,202002181100,202002181200,18356.0,1537.0,415.0,18771.0,98,8
1164,,352.0,,1370.0,15480.0,59.0,,,1525.0,202002181200,202002181300,18375.0,1525.0,411.0,18786.0,98,8
1165,,353.0,,1368.0,15573.0,62.0,,,1381.0,202002181300,202002181400,18322.0,1381.0,415.0,18737.0,98,7
1166,,351.0,,1367.0,15414.0,60.0,,,1371.0,202002181400,202002181500,18152.0,1371.0,411.0,18563.0,98,7
1167,,352.0,,1362.0,15554.0,56.0,,,1203.0,202002181500,202002181600,18119.0,1203.0,408.0,18527.0,98,6
1168,,357.0,,1364.0,16453.0,53.0,,,1112.0,202002181600,202002181700,18929.0,1112.0,410.0,19339.0,98,6
1169,,356.0,,1363.0,16778.0,42.0,,,978.0,202002181700,202002181800,19119.0,978.0,398.0,19517.0,98,5
1170,,358.0,,1363.0,16488.0,39.0,,,837.0,202002181800,202002181900,18688.0,837.0,397.0,19085.0,98,4
1171,,358.0,,1367.0,16222.0,36.0,,,748.0,202002181900,202002182000,18337.0,748.0,394.0,18731.0,98,4
1172,,356.0,,1362.0,16029.0,30.0,,,677.0,202002182000,202002182100,18068.0,677.0,386.0,18454.0,98,4
1173,,356.0,,1359.0,15053.0,29.0,,,596.0,202002182100,202002182200,17008.0,596.0,385.0,17393.0,98,3
1174,,360.0,,1355.0,14245.0,31.0,,,590.0,202002182200,202002182300,16190.0,590.0,391.0,16581.0,98,4
1175,,357.0,,1363.0,14218.0,29.0,,,543.0,202002182300,202002190000,16124.0,543.0,386.0,16510.0,98,3
1176,,361.0,,1369.0,14422.0,29.0,,,592.0,202002190000,202002190100,16383.0,592.0,390.0,16773.0,98,4
1177,,367.0,,1371.0,14931.0,26.0,,,562.0,202002190100,202002190200,16864.0,562.0,393.0,17257.0,98,3
1178,,357.0,,1368.0,15358.0,25.0,,,455.0,202002190200,202002190300,17181.0,455.0,382.0,17563.0,98,3
1179,,357.0,,1367.0,15736.0,27.0,,,402.0,202002190300,202002190400,17505.0,402.0,384.0,17889.0,98,2
1180,,357.0,,1366.0,16438.0,23.0,,,327.0,202002190400,202002190500,18131.0,327.0,380.0,18511.0,98,2
1181,,360.0,,1363.0,18232.0,23.0,,,316.0,202002190500,202002190600,19911.0,316.0,383.0,20294.0,98,2
1182,,358.0,,1363.0,19302.0,21.0,,,248.0,202002190600,202002190700,20913.0,248.0,379.0,21292.0,98,1
1183,,364.0,,1363.0,19683.0,20.0,,,207.0,202002190700,202002190800,21253.0,207.0,384.0,21637.0,98,1
1184,,365.0,,1359.0,19787.0,21.0,,,177.0,202002190800,202002190900,21323.0,177.0,386.0,21709.0,98,1
1185,,365.0,,1350.0,19477.0,19.0,,,162.0,202002190900,202002191000,20989.0,162.0,384.0,21373.0,98,1
1186,,365.0,,1349.0,18898.0,19.0,,,159.0,202002191000,202002191100,20406.0,159.0,384.0,20790.0,98,1
1187,,361.0,,1358.0,18405.0,19.0,,,157.0,202002191100,202002191200,19920.0,157.0,380.0,20300.0,98,1
1188,,353.0,,1364.0,18131.0,17.0,,,173.0,202002191200,202002191300,19668.0,173.0,370.0,20038.0,98,1
1189,,356.0,,1365.0,17875.0,18.0,,,212.0,202002191300,202002191400,19452.0,212.0,374.0,19826.0,98,1
1190,,360.0,,1366.0,17930.0,19.0,,,205.0,202002191400,202002191500,19501.0,205.0,379.0,19880.0,98,1
1191,,358.0,,1364.0,18191.0,21.0,,,223.0,202002191500,202002191600,19778.0,223.0,379.0,20157.0,98,1
1192,,356.0,,1363.0,19532.0,25.0,,,269.0,202002191600,202002191700,21164.0,269.0,381.0,21545.0,98,1
1193,,360.0,,1357.0,20033.0,29.0,,,313.0,202002191700,202002191800,21703.0,313.0,389.0,22092.0,98,1
1194,,358.0,,1355.0,19614.0,36.0,,,413.0,202002191800,202002191900,21382.0,413.0,394.0,21776.0,98,2
1195,,359.0,,1345.0,19204.0,43.0,,,586.0,202002191900,202002192000,21135.0,586.0,402.0,21537.0,98,3
1196,,358.0,,1342.0,18816.0,50.0,,,793.0,202002192000,202002192100,20951.0,793.0,408.0,21359.0,98,4
1197,,355.0,,1335.0,18107.0,56.0,,,980.0,202002192100,202002192200,20422.0,980.0,411.0,20833.0,98,5
1198,,358.0,,1333.0,17500.0,62.0,,,1065.0,202002192200,202002192300,19898.0,1065.0,420.0,20318.0,98,5
1199,,352.0,,1334.0,16563.0,77.0,,,1284.0,202002192300,202002200000,19181.0,1284.0,429.0,19610.0,98,7
1200,,351.0,,1333.0,15956.0,85.0,,,1415.0,202002200000,202002200100,18704.0,1415.0,436.0,19140.0,98,7
1201,,347.0,,1331.0,15482.0,85.0,,,1504.0,202002200100,202002200200,18317.0,1504.0,432.0,18749.0,98,8
1202,,349.0,,1330.0,15299.0,91.0,,,1587.0,202002200200,202002200300,18216.0,1587.0,440.0,18656.0,98,9
1203,,347.0,,1329.0,15273.0,96.0,,,1638.0,202002200300,202002200400,18240.0,1638.0,443.0,18683.0,98,9
1204,,348.0,,1329.0,15554.0,99.0,,,1702.0,202002200400,202002200500,18585.0,1702.0,447.0,19032.0,98,9
1205,,347.0,,1328.0,16807.0,101.0,,,1710.0,202002200500,202002200600,19845.0,1710.0,448.0,20293.0,98,8
1206,,345.0,,1327.0,17721.0,102.0,,,1624.0,202002200600,202002200700,20672.0,1624.0,447.0,21119.0,98,8
1207,,349.0,,1332.0,17760.0,102.0,,,1681.0,202002200700,202002200800,20773.0,1681.0,451.0,21224.0,98,8
1208,,339.0,,1335.0,17885.0,101.0,,,1597.0,202002200800,202002200900,20817.0,1597.0,440.0,21257.0,98,8
1209,,350.0,,1331.0,18208.0,97.0,,,1574.0,202002200900,202002201000,21113.0,1574.0,447.0,21560.0,98,7
1210,,348.0,,1335.0,18155.0,89.0,,,1618.0,202002201000,202002201100,21108.0,1618.0,437.0,21545.0,98,8
1211,,349.0,,1337.0,17402.0,83.0,,,1704.0,202002201100,202002201200,20443.0,1704.0,432.0,20875.0,98,8
1212,,351.0,,1340.0,17018.0,74.0,,,1744.0,202002201200,202002201300,20102.0,1744.0,425.0,20527.0,98,8
1213,,349.0,,1343.0,16851.0,62.0,,,1766.0,202002201300,202002201400,19960.0,1766.0,411.0,20371.0,98,9
1214,,340.0,,1352.0,16503.0,60.0,,,1790.0,202002201400,202002201500,19645.0,1790.0,400.0,20045.0,98,9
1215,,339.0,,1360.0,16817.0,51.0,,,1745.0,202002201500,202002201600,19922.0,1745.0,390.0,20312.0,98,9
1216,,348.0,,1368.0,17473.0,52.0,,,1604.0,202002201600,202002201700,20445.0,1604.0,400.0,20845.0,98,8
1217,,348.0,,1384.0,17172.0,52.0,,,1588.0,202002201700,202002201800,20144.0,1588.0,400.0,20544.0,98,8
1218,,349.0,,1390.0,16513.0,54.0,,,1614.0,202002201800,202002201900,19517.0,1614.0,403.0,19920.0,98,8
1219,,350.0,,1391.0,15702.0,65.0,,,1394.0,202002201900,202002202000,18487.0,1394.0,415.0,18902.0,98,7
1220,,351.0,,1391.0,14568.0,75.0,,,1401.0,202002202000,202002202100,17360.0,1401.0,426.0,17786.0,98,8
1221,,351.0,,1386.0,13149.0,81.0,,,1571.0,202002202100,202002202200,16106.0,1571.0,432.0,16538.0,97,9
1222,,352.0,,1384.0,11369.0,87.0,,,1579.0,202002202200,202002202300,14332.0,1579.0,439.0,14771.0,97,11
1223,,347.0,,1390.0,11517.0,86.0,,,1610.0,202002202300,202002210000,14517.0,1610.0,433.0,14950.0,97,11
1224,,350.0,,1388.0,10401.0,85.0,,,1714.0,202002210000,202002210100,13503.0,1714.0,435.0,13938.0,97,12
1225,,348.0,,1386.0,9929.0,84.0,,,1694.0,202002210100,202002210200,13009.0,1694.0,432.0,13441.0,97,13
1226,,347.0,,1385.0,11081.0,83.0,,,1697.0,202002210200,202002210300,14163.0,1697.0,430.0,14593.0,97,12
1227,,349.0,,1382.0,11796.0,81.0,,,1713.0,202002210300,202002210400,14891.0,1713.0,430.0,15321.0,97,11
1228,,349.0,,1382.0,13135.0,80.0,,,1794.0,202002210400,202002210500,16311.0,1794.0,429.0,16740.0,97,11
1229,,350.0,,1378.0,15369.0,78.0,,,1797.0,202002210500,202002210600,18544.0,1797.0,428.0,18972.0,98,9
1230,,349.0,,1375.0,17099.0,76.0,,,1860.0,202002210600,202002210700,20334.0,1860.0,425.0,20759.0,98,9
1231,,348.0,,1373.0,17530.0,75.0,,,1895.0,202002210700,202002210800,20798.0,1895.0,423.0,21221.0,98,9
1232,,347.0,,1374.0,17366.0,75.0,,,1863.0,202002210800,202002210900,20603.0,1863.0,422.0,21025.0,98,9
1233,,351.0,,1374.0,16938.0,74.0,,,1923.0,202002210900,202002211000,20235.0,1923.0,425.0,20660.0,98,9
1234,,346.0,,1374.0,16422.0,72.0,,,1896.0,202002211000,202002211100,19692.0,1896.0,418.0,20110.0,98,9
1235,,345.0,,1373.0,16013.0,93.0,,,1987.0,202002211100,202002211200,19373.0,1987.0,438.0,19811.0,98,10
1236,,349.0,,1375.0,15714.0,101.0,,,1989.0,202002211200,202002211300,19078.0,1989.0,450.0,19528.0,98,10
1237,,349.0,,1373.0,15245.0,97.0,,,2076.0,202002211300,202002211400,18694.0,2076.0,446.0,19140.0,98,11
1238,,347.0,,1381.0,14774.0,95.0,,,1999.0,202002211400,202002211500,18154.0,1999.0,442.0,18596.0,98,11
1239,,347.0,,1384.0,14712.0,96.0,,,2097.0,202002211500,202002211600,18193.0,2097.0,443.0,18636.0,98,11
1240,,345.0,,1393.0,15365.0,100.0,,,2105.0,202002211600,202002211700,18863.0,2105.0,445.0,19308.0,98,11
1241,,360.0,,1398.0,15109.0,104.0,,,2053.0,202002211700,202002211800,18560.0,2053.0,464.0,19024.0,98,11
1242,,360.0,,1402.0,13989.0,103.0,,,2067.0,202002211800,202002211900,17458.0,2067.0,463.0,17921.0,97,12
1243,,360.0,,1398.0,12798.0,100.0,,,2066.0,202002211900,202002212000,16262.0,2066.0,460.0,16722.0,97,12
1244,,363.0,,1404.0,11800.0,98.0,,,2057.0,202002212000,202002212100,15261.0,2057.0,461.0,15722.0,97,13
1245,,362.0,,1401.0,11139.0,97.0,,,2049.0,202002212100,202002212200,14589.0,2049.0,459.0,15048.0,97,14
1246,,361.0,,1409.0,10095.0,96.0,,,2123.0,202002212200,202002212300,13627.0,2123.0,457.0,14084.0,97,15
1247,,360.0,,1389.0,9685.0,96.0,,,2050.0,202002212300,202002220000,13124.0,2050.0,456.0,13580.0,97,15
1248,,361.0,,1390.0,8337.0,94.0,,,2031.0,202002220000,202002220100,11758.0,2031.0,455.0,12213.0,96,17
