,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS
23641,0.0,203.0,46.0,1252.0,7179.0,0.0,12.0,33.0,987.0,202209120100,202209120200,9509.0,987.0,203.0,9712.0,98,10
23642,0.0,204.0,47.0,1255.0,7205.0,0.0,13.0,32.0,775.0,202209120200,202209120300,9327.0,775.0,204.0,9531.0,98,8
23643,0.0,205.0,47.0,1256.0,7895.0,0.0,13.0,33.0,866.0,202209120300,202209120400,10110.0,866.0,205.0,10315.0,98,8
23644,0.0,207.0,48.0,1251.0,9679.0,0.0,12.0,33.0,1074.0,202209120400,202209120500,12097.0,1074.0,207.0,12304.0,98,9
23645,0.0,209.0,60.0,1354.0,10860.0,0.0,12.0,32.0,1307.0,202209120500,202209120600,13625.0,1307.0,209.0,13834.0,98,9
23646,0.0,208.0,60.0,1384.0,10981.0,0.0,0.0,33.0,1424.0,202209120600,202209120700,13882.0,1424.0,208.0,14090.0,99,10
23647,0.0,203.0,60.0,1342.0,10105.0,0.0,0.0,33.0,1568.0,202209120700,202209120800,13108.0,1568.0,203.0,13311.0,98,12
23648,0.0,201.0,60.0,1322.0,9086.0,0.0,0.0,33.0,1618.0,202209120800,202209120900,12119.0,1618.0,201.0,12320.0,98,13
23649,0.0,200.0,60.0,1308.0,8763.0,0.0,0.0,37.0,1716.0,202209120900,202209121000,11884.0,1716.0,200.0,12084.0,98,14
23650,0.0,199.0,60.0,1341.0,8513.0,0.0,26.0,37.0,1693.0,202209121000,202209121100,11670.0,1693.0,199.0,11869.0,98,14
23651,0.0,199.0,60.0,1343.0,8316.0,0.0,26.0,37.0,1707.0,202209121100,202209121200,11489.0,1707.0,199.0,11688.0,98,15
23652,0.0,199.0,60.0,1345.0,7916.0,0.0,23.0,37.0,1763.0,202209121200,202209121300,11144.0,1763.0,199.0,11343.0,98,16
23653,0.0,199.0,60.0,1346.0,8150.0,0.0,24.0,34.0,1834.0,202209121300,202209121400,11448.0,1834.0,199.0,11647.0,98,16
23654,0.0,197.0,48.0,1358.0,8756.0,0.0,23.0,35.0,1888.0,202209121400,202209121500,12108.0,1888.0,197.0,12305.0,98,15
23655,0.0,178.0,38.0,1405.0,10483.0,0.0,24.0,35.0,1560.0,202209121500,202209121600,13545.0,1560.0,178.0,13723.0,99,11
23656,0.0,180.0,162.0,1481.0,12001.0,0.0,24.0,35.0,1535.0,202209121600,202209121700,15238.0,1535.0,180.0,15418.0,99,10
23657,0.0,181.0,178.0,1539.0,12323.0,0.0,23.0,35.0,1614.0,202209121700,202209121800,15712.0,1614.0,181.0,15893.0,99,10
23658,0.0,184.0,157.0,1559.0,10913.0,0.0,22.0,35.0,1540.0,202209121800,202209121900,14226.0,1540.0,184.0,14410.0,99,11
23659,0.0,203.0,157.0,1584.0,9425.0,0.0,21.0,35.0,1349.0,202209121900,202209122000,12571.0,1349.0,203.0,12774.0,98,11
23660,0.0,186.0,25.0,1534.0,7422.0,0.0,23.0,30.0,1244.0,202209122000,202209122100,10278.0,1244.0,186.0,10464.0,98,12
23661,0.0,181.0,24.0,1553.0,6187.0,0.0,24.0,30.0,1197.0,202209122100,202209122200,9015.0,1197.0,181.0,9196.0,98,13
23662,0.0,191.0,16.0,1617.0,6967.0,0.0,25.0,24.0,1276.0,202209122200,202209122300,9925.0,1276.0,191.0,10116.0,98,13
23663,0.0,202.0,20.0,1619.0,7795.0,0.0,26.0,24.0,1076.0,202209122300,202209130000,10560.0,1076.0,202.0,10762.0,98,10
23664,0.0,208.0,21.0,1648.0,7477.0,0.0,21.0,28.0,1080.0,202209130000,202209130100,10275.0,1080.0,208.0,10483.0,98,10
23665,0.0,206.0,21.0,1647.0,6522.0,0.0,22.0,28.0,1058.0,202209130100,202209130200,9298.0,1058.0,206.0,9504.0,98,11
23666,0.0,206.0,22.0,1672.0,5482.0,0.0,24.0,24.0,1144.0,202209130200,202209130300,8368.0,1144.0,206.0,8574.0,98,13
23667,0.0,207.0,23.0,1721.0,6160.0,0.0,23.0,19.0,1134.0,202209130300,202209130400,9080.0,1134.0,207.0,9287.0,98,12
23668,0.0,209.0,29.0,1808.0,7436.0,0.0,24.0,21.0,1074.0,202209130400,202209130500,10392.0,1074.0,209.0,10601.0,98,10
23669,0.0,211.0,105.0,1955.0,9064.0,0.0,22.0,25.0,1019.0,202209130500,202209130600,12190.0,1019.0,211.0,12401.0,98,8
23670,0.0,204.0,50.0,2005.0,10105.0,0.0,25.0,18.0,831.0,202209130600,202209130700,13034.0,831.0,204.0,13238.0,98,6
23671,0.0,203.0,50.0,2040.0,10066.0,0.0,33.0,19.0,683.0,202209130700,202209130800,12891.0,683.0,203.0,13094.0,98,5
23672,0.0,204.0,49.0,2085.0,9508.0,0.0,29.0,20.0,595.0,202209130800,202209130900,12286.0,595.0,204.0,12490.0,98,5
23673,0.0,205.0,49.0,2083.0,8021.0,0.0,23.0,21.0,1044.0,202209130900,202209131000,11241.0,1044.0,205.0,11446.0,98,9
23674,0.0,203.0,65.0,2047.0,6929.0,0.0,23.0,26.0,1327.0,202209131000,202209131100,10417.0,1327.0,203.0,10620.0,98,12
23675,0.0,202.0,87.0,1991.0,6752.0,0.0,27.0,27.0,1384.0,202209131100,202209131200,10268.0,1384.0,202.0,10470.0,98,13
23676,0.0,202.0,86.0,2024.0,6841.0,0.0,26.0,27.0,1415.0,202209131200,202209131300,10419.0,1415.0,202.0,10621.0,98,13
23677,0.0,201.0,86.0,2014.0,6811.0,0.0,24.0,27.0,1417.0,202209131300,202209131400,10379.0,1417.0,201.0,10580.0,98,13
23678,0.0,202.0,89.0,2068.0,7192.0,0.0,22.0,28.0,1486.0,202209131400,202209131500,10885.0,1486.0,202.0,11087.0,98,13
23679,0.0,203.0,90.0,2151.0,8662.0,0.0,23.0,28.0,1477.0,202209131500,202209131600,12431.0,1477.0,203.0,12634.0,98,12
23680,0.0,203.0,134.0,2179.0,9408.0,0.0,22.0,32.0,1608.0,202209131600,202209131700,13383.0,1608.0,203.0,13586.0,99,12
23681,0.0,205.0,199.0,2209.0,10422.0,0.0,22.0,26.0,1710.0,202209131700,202209131800,14588.0,1710.0,205.0,14793.0,99,12
23682,0.0,212.0,221.0,2201.0,10050.0,0.0,24.0,21.0,1755.0,202209131800,202209131900,14272.0,1755.0,212.0,14484.0,99,12
23683,0.0,212.0,123.0,2179.0,8995.0,0.0,22.0,21.0,1772.0,202209131900,202209132000,13112.0,1772.0,212.0,13324.0,98,13
23684,0.0,208.0,119.0,2155.0,7410.0,0.0,23.0,23.0,1944.0,202209132000,202209132100,11674.0,1944.0,208.0,11882.0,98,16
23685,0.0,208.0,114.0,2137.0,6158.0,0.0,22.0,21.0,1925.0,202209132100,202209132200,10377.0,1925.0,208.0,10585.0,98,18
23686,0.0,204.0,127.0,2148.0,5955.0,0.0,22.0,19.0,1881.0,202209132200,202209132300,10152.0,1881.0,204.0,10356.0,98,18
23687,0.0,206.0,123.0,2139.0,5536.0,0.0,22.0,19.0,2118.0,202209132300,202209140000,9957.0,2118.0,206.0,10163.0,98,21
23688,0.0,210.0,120.0,2153.0,5834.0,0.0,20.0,18.0,2056.0,202209140000,202209140100,10201.0,2056.0,210.0,10411.0,98,20
23689,0.0,208.0,119.0,2161.0,6101.0,0.0,19.0,18.0,2058.0,202209140100,202209140200,10476.0,2058.0,208.0,10684.0,98,19
23690,0.0,209.0,116.0,2153.0,5965.0,0.0,12.0,19.0,2027.0,202209140200,202209140300,10292.0,2027.0,209.0,10501.0,98,19
23691,0.0,211.0,117.0,2176.0,6692.0,0.0,21.0,20.0,1931.0,202209140300,202209140400,10957.0,1931.0,211.0,11168.0,98,17
23692,0.0,212.0,164.0,2209.0,9076.0,0.0,21.0,21.0,1882.0,202209140400,202209140500,13373.0,1882.0,212.0,13585.0,98,14
23693,0.0,213.0,238.0,2281.0,11199.0,0.0,23.0,24.0,1767.0,202209140500,202209140600,15532.0,1767.0,213.0,15745.0,99,11
23694,0.0,207.0,230.0,2322.0,12637.0,0.0,22.0,27.0,1648.0,202209140600,202209140700,16886.0,1648.0,207.0,17093.0,99,10
23695,0.0,206.0,273.0,2306.0,12958.0,0.0,24.0,29.0,1539.0,202209140700,202209140800,17129.0,1539.0,206.0,17335.0,99,9
23696,0.0,205.0,345.0,2285.0,12472.0,0.0,18.0,29.0,1297.0,202209140800,202209140900,16446.0,1297.0,205.0,16651.0,99,8
23697,0.0,206.0,282.0,2281.0,11830.0,0.0,19.0,27.0,1154.0,202209140900,202209141000,15593.0,1154.0,206.0,15799.0,99,7
23698,0.0,205.0,206.0,2282.0,10379.0,0.0,28.0,30.0,1253.0,202209141000,202209141100,14178.0,1253.0,205.0,14383.0,99,9
23699,0.0,205.0,183.0,2297.0,9354.0,0.0,22.0,30.0,1237.0,202209141100,202209141200,13123.0,1237.0,205.0,13328.0,98,9
23700,0.0,205.0,85.0,2284.0,9231.0,0.0,26.0,30.0,1209.0,202209141200,202209141300,12865.0,1209.0,205.0,13070.0,98,9
23701,0.0,205.0,84.0,2268.0,9481.0,0.0,32.0,30.0,1224.0,202209141300,202209141400,13119.0,1224.0,205.0,13324.0,98,9
23702,0.0,210.0,84.0,2295.0,10069.0,0.0,52.0,31.0,1323.0,202209141400,202209141500,13854.0,1323.0,210.0,14064.0,99,9
23703,0.0,212.0,238.0,2302.0,11293.0,0.0,53.0,27.0,1331.0,202209141500,202209141600,15244.0,1331.0,212.0,15456.0,99,9
23704,0.0,209.0,270.0,2296.0,11729.0,0.0,53.0,27.0,1324.0,202209141600,202209141700,15699.0,1324.0,209.0,15908.0,99,8
23705,0.0,210.0,273.0,2319.0,12260.0,0.0,51.0,27.0,1332.0,202209141700,202209141800,16262.0,1332.0,210.0,16472.0,99,8
23706,0.0,213.0,353.0,2274.0,11703.0,0.0,51.0,30.0,1290.0,202209141800,202209141900,15701.0,1290.0,213.0,15914.0,99,8
23707,0.0,214.0,227.0,2266.0,10544.0,0.0,52.0,26.0,1437.0,202209141900,202209142000,14552.0,1437.0,214.0,14766.0,99,10
23708,0.0,213.0,87.0,2222.0,8644.0,0.0,53.0,30.0,1590.0,202209142000,202209142100,12626.0,1590.0,213.0,12839.0,98,12
23709,0.0,210.0,32.0,2199.0,7257.0,0.0,52.0,29.0,1678.0,202209142100,202209142200,11247.0,1678.0,210.0,11457.0,98,15
23710,0.0,208.0,31.0,2169.0,6116.0,0.0,15.0,27.0,1859.0,202209142200,202209142300,10217.0,1859.0,208.0,10425.0,98,18
23711,0.0,208.0,29.0,2142.0,5512.0,0.0,14.0,26.0,2100.0,202209142300,202209150000,9823.0,2100.0,208.0,10031.0,98,21
23712,0.0,206.0,28.0,2146.0,5353.0,0.0,15.0,25.0,2257.0,202209150000,202209150100,9824.0,2257.0,206.0,10030.0,98,23
23713,0.0,204.0,27.0,2127.0,5270.0,0.0,15.0,26.0,2343.0,202209150100,202209150200,9808.0,2343.0,204.0,10012.0,98,23
23714,0.0,204.0,27.0,2122.0,5210.0,0.0,14.0,26.0,2320.0,202209150200,202209150300,9719.0,2320.0,204.0,9923.0,98,23
23715,0.0,204.0,28.0,2160.0,6087.0,0.0,15.0,25.0,2244.0,202209150300,202209150400,10559.0,2244.0,204.0,10763.0,98,21
23716,0.0,203.0,28.0,2170.0,7803.0,0.0,13.0,23.0,2146.0,202209150400,202209150500,12183.0,2146.0,203.0,12386.0,98,17
23717,0.0,208.0,28.0,2321.0,9820.0,0.0,14.0,25.0,2064.0,202209150500,202209150600,14272.0,2064.0,208.0,14480.0,99,14
23718,0.0,206.0,28.0,2310.0,10259.0,0.0,24.0,22.0,1998.0,202209150600,202209150700,14641.0,1998.0,206.0,14847.0,99,13
23719,0.0,208.0,29.0,2326.0,9937.0,0.0,14.0,26.0,1838.0,202209150700,202209150800,14170.0,1838.0,208.0,14378.0,99,13
23720,0.0,208.0,29.0,2264.0,8810.0,0.0,11.0,24.0,1770.0,202209150800,202209150900,12908.0,1770.0,208.0,13116.0,98,13
23721,0.0,209.0,25.0,2245.0,7542.0,0.0,12.0,23.0,1834.0,202209150900,202209151000,11681.0,1834.0,209.0,11890.0,98,15
23722,0.0,204.0,24.0,2222.0,6880.0,0.0,11.0,23.0,1825.0,202209151000,202209151100,10985.0,1825.0,204.0,11189.0,98,16
23723,0.0,203.0,30.0,2198.0,6656.0,0.0,12.0,21.0,1873.0,202209151100,202209151200,10790.0,1873.0,203.0,10993.0,98,17
23724,0.0,204.0,30.0,2177.0,7027.0,0.0,13.0,22.0,1941.0,202209151200,202209151300,11210.0,1941.0,204.0,11414.0,98,17
23725,0.0,204.0,25.0,2179.0,7064.0,0.0,12.0,21.0,1963.0,202209151300,202209151400,11264.0,1963.0,204.0,11468.0,98,17
23726,0.0,203.0,24.0,2188.0,7148.0,0.0,12.0,21.0,1909.0,202209151400,202209151500,11302.0,1909.0,203.0,11505.0,98,17
23727,0.0,208.0,24.0,2205.0,7739.0,0.0,12.0,20.0,2068.0,202209151500,202209151600,12068.0,2068.0,208.0,12276.0,98,17
23728,0.0,209.0,25.0,2235.0,9000.0,0.0,12.0,15.0,2164.0,202209151600,202209151700,13451.0,2164.0,209.0,13660.0,98,16
23729,0.0,212.0,25.0,2258.0,9362.0,0.0,14.0,15.0,2208.0,202209151700,202209151800,13882.0,2208.0,212.0,14094.0,98,16
23730,0.0,212.0,25.0,2246.0,9291.0,0.0,11.0,15.0,2328.0,202209151800,202209151900,13916.0,2328.0,212.0,14128.0,98,16
23731,0.0,211.0,27.0,2233.0,8096.0,0.0,12.0,16.0,2347.0,202209151900,202209152000,12731.0,2347.0,211.0,12942.0,98,18
23732,0.0,208.0,27.0,2179.0,6885.0,0.0,12.0,14.0,2450.0,202209152000,202209152100,11567.0,2450.0,208.0,11775.0,98,21
23733,0.0,207.0,27.0,2149.0,5879.0,0.0,12.0,15.0,2569.0,202209152100,202209152200,10651.0,2569.0,207.0,10858.0,98,24
23734,0.0,207.0,11.0,2152.0,4840.0,0.0,12.0,12.0,2444.0,202209152200,202209152300,9471.0,2444.0,207.0,9678.0,98,25
23735,0.0,203.0,11.0,2109.0,4217.0,0.0,13.0,14.0,2342.0,202209152300,202209160000,8706.0,2342.0,203.0,8909.0,98,26
23736,0.0,202.0,11.0,2117.0,4241.0,0.0,13.0,15.0,2213.0,202209160000,202209160100,8610.0,2213.0,202.0,8812.0,98,25
23737,0.0,203.0,11.0,2108.0,4159.0,0.0,13.0,16.0,2266.0,202209160100,202209160200,8573.0,2266.0,203.0,8776.0,98,26
23738,0.0,202.0,11.0,2119.0,4283.0,0.0,13.0,16.0,2299.0,202209160200,202209160300,8741.0,2299.0,202.0,8943.0,98,26
23739,0.0,199.0,11.0,2124.0,5338.0,0.0,12.0,17.0,2304.0,202209160300,202209160400,9806.0,2304.0,199.0,10005.0,98,23
23740,0.0,199.0,11.0,2140.0,6454.0,0.0,13.0,16.0,2267.0,202209160400,202209160500,10901.0,2267.0,199.0,11100.0,98,20
23741,0.0,203.0,103.0,2233.0,8274.0,0.0,18.0,13.0,2341.0,202209160500,202209160600,12982.0,2341.0,203.0,13185.0,98,18
23742,0.0,201.0,128.0,2252.0,8332.0,0.0,24.0,11.0,2489.0,202209160600,202209160700,13236.0,2489.0,201.0,13437.0,99,19
23743,0.0,201.0,138.0,2248.0,7774.0,0.0,25.0,12.0,2468.0,202209160700,202209160800,12665.0,2468.0,201.0,12866.0,98,19
23744,0.0,202.0,115.0,2209.0,7482.0,0.0,18.0,18.0,2455.0,202209160800,202209160900,12297.0,2455.0,202.0,12499.0,98,20
23745,0.0,202.0,126.0,2158.0,6830.0,0.0,10.0,18.0,2327.0,202209160900,202209161000,11469.0,2327.0,202.0,11671.0,98,20
23746,0.0,201.0,123.0,2162.0,7103.0,0.0,12.0,19.0,2354.0,202209161000,202209161100,11773.0,2354.0,201.0,11974.0,98,20
23747,0.0,200.0,5.0,2152.0,7136.0,0.0,13.0,19.0,2424.0,202209161100,202209161200,11749.0,2424.0,200.0,11949.0,98,20
23748,0.0,201.0,0.0,2154.0,6819.0,0.0,13.0,19.0,2636.0,202209161200,202209161300,11641.0,2636.0,201.0,11842.0,98,22
23749,0.0,200.0,0.0,2131.0,6262.0,0.0,13.0,17.0,2897.0,202209161300,202209161400,11320.0,2897.0,200.0,11520.0,98,25
23750,0.0,201.0,0.0,2134.0,5607.0,0.0,13.0,19.0,2989.0,202209161400,202209161500,10762.0,2989.0,201.0,10963.0,98,27
23751,0.0,200.0,0.0,2136.0,5879.0,0.0,12.0,19.0,2992.0,202209161500,202209161600,11038.0,2992.0,200.0,11238.0,98,27
23752,0.0,201.0,0.0,2130.0,6291.0,0.0,12.0,20.0,2941.0,202209161600,202209161700,11394.0,2941.0,201.0,11595.0,98,25
23753,0.0,201.0,0.0,2132.0,6838.0,0.0,12.0,23.0,2971.0,202209161700,202209161800,11976.0,2971.0,201.0,12177.0,98,24
23754,0.0,201.0,0.0,2124.0,6715.0,0.0,12.0,25.0,2766.0,202209161800,202209161900,11642.0,2766.0,201.0,11843.0,98,23
23755,0.0,202.0,0.0,2130.0,6205.0,0.0,12.0,25.0,2697.0,202209161900,202209162000,11069.0,2697.0,202.0,11271.0,98,24
23756,0.0,202.0,0.0,2104.0,5945.0,0.0,13.0,25.0,2602.0,202209162000,202209162100,10689.0,2602.0,202.0,10891.0,98,24
23757,0.0,202.0,0.0,2091.0,5480.0,0.0,12.0,25.0,2579.0,202209162100,202209162200,10187.0,2579.0,202.0,10389.0,98,25
23758,0.0,202.0,0.0,2073.0,5085.0,0.0,12.0,23.0,2544.0,202209162200,202209162300,9737.0,2544.0,202.0,9939.0,98,26
23759,0.0,202.0,0.0,2088.0,5043.0,0.0,14.0,23.0,2517.0,202209162300,202209170000,9685.0,2517.0,202.0,9887.0,98,25
23760,0.0,201.0,0.0,2054.0,4908.0,0.0,13.0,23.0,2500.0,202209170000,202209170100,9498.0,2500.0,201.0,9699.0,98,26
23761,0.0,200.0,0.0,2045.0,4997.0,0.0,13.0,23.0,2630.0,202209170100,202209170200,9708.0,2630.0,200.0,9908.0,98,27
23762,0.0,200.0,0.0,2065.0,4728.0,0.0,14.0,24.0,2585.0,202209170200,202209170300,9416.0,2585.0,200.0,9616.0,98,27
23763,0.0,201.0,0.0,2076.0,4875.0,0.0,13.0,23.0,2550.0,202209170300,202209170400,9537.0,2550.0,201.0,9738.0,98,26
23764,0.0,201.0,0.0,2076.0,5106.0,0.0,13.0,23.0,2462.0,202209170400,202209170500,9680.0,2462.0,201.0,9881.0,98,25
23765,0.0,201.0,0.0,2074.0,5342.0,0.0,12.0,24.0,2408.0,202209170500,202209170600,9860.0,2408.0,201.0,10061.0,98,24
23766,0.0,198.0,0.0,2076.0,5247.0,0.0,12.0,26.0,2364.0,202209170600,202209170700,9725.0,2364.0,198.0,9923.0,98,24
23767,0.0,202.0,0.0,2092.0,5762.0,0.0,12.0,26.0,2300.0,202209170700,202209170800,10192.0,2300.0,202.0,10394.0,98,22
23768,0.0,197.0,0.0,2097.0,5656.0,0.0,13.0,26.0,2201.0,202209170800,202209170900,9993.0,2201.0,197.0,10190.0,98,22
23769,0.0,202.0,0.0,2118.0,4823.0,0.0,13.0,26.0,2188.0,202209170900,202209171000,9168.0,2188.0,202.0,9370.0,98,23
23770,0.0,201.0,0.0,2117.0,4792.0,0.0,14.0,26.0,2109.0,202209171000,202209171100,9058.0,2109.0,201.0,9259.0,98,23
23771,0.0,201.0,0.0,2099.0,4141.0,0.0,14.0,25.0,2102.0,202209171100,202209171200,8381.0,2102.0,201.0,8582.0,98,24
23772,0.0,201.0,0.0,2093.0,3981.0,0.0,13.0,25.0,2093.0,202209171200,202209171300,8205.0,2093.0,201.0,8406.0,98,25
23773,0.0,201.0,0.0,2088.0,4091.0,0.0,13.0,25.0,2211.0,202209171300,202209171400,8428.0,2211.0,201.0,8629.0,98,26
23774,0.0,202.0,0.0,2106.0,4466.0,0.0,12.0,25.0,2282.0,202209171400,202209171500,8891.0,2282.0,202.0,9093.0,98,25
23775,0.0,201.0,0.0,2100.0,5105.0,0.0,19.0,24.0,2293.0,202209171500,202209171600,9541.0,2293.0,201.0,9742.0,98,24
23776,0.0,202.0,0.0,2070.0,6252.0,0.0,22.0,25.0,2276.0,202209171600,202209171700,10645.0,2276.0,202.0,10847.0,98,21
23777,0.0,202.0,0.0,2056.0,6421.0,0.0,25.0,25.0,2292.0,202209171700,202209171800,10819.0,2292.0,202.0,11021.0,98,21
23778,0.0,202.0,0.0,2056.0,6383.0,0.0,25.0,26.0,2379.0,202209171800,202209171900,10869.0,2379.0,202.0,11071.0,98,21
23779,0.0,202.0,0.0,2057.0,6105.0,0.0,25.0,26.0,2269.0,202209171900,202209172000,10482.0,2269.0,202.0,10684.0,98,21
23780,0.0,203.0,0.0,2021.0,5638.0,0.0,25.0,26.0,2191.0,202209172000,202209172100,9901.0,2191.0,203.0,10104.0,98,22
23781,0.0,202.0,0.0,2025.0,5530.0,0.0,25.0,26.0,2123.0,202209172100,202209172200,9729.0,2123.0,202.0,9931.0,98,21
23782,0.0,202.0,0.0,2017.0,5075.0,0.0,25.0,25.0,1990.0,202209172200,202209172300,9132.0,1990.0,202.0,9334.0,98,21
23783,0.0,202.0,0.0,1982.0,5170.0,0.0,25.0,25.0,2062.0,202209172300,202209180000,9264.0,2062.0,202.0,9466.0,98,22
23784,0.0,201.0,0.0,1977.0,4900.0,0.0,25.0,25.0,2023.0,202209180000,202209180100,8950.0,2023.0,201.0,9151.0,98,22
23785,0.0,201.0,0.0,1977.0,4910.0,0.0,25.0,25.0,2027.0,202209180100,202209180200,8964.0,2027.0,201.0,9165.0,98,22
23786,0.0,201.0,0.0,1959.0,5017.0,0.0,25.0,25.0,2059.0,202209180200,202209180300,9085.0,2059.0,201.0,9286.0,98,22
23787,0.0,201.0,0.0,1959.0,5053.0,0.0,23.0,25.0,2330.0,202209180300,202209180400,9390.0,2330.0,201.0,9591.0,98,24
23788,0.0,200.0,0.0,1959.0,4480.0,0.0,21.0,26.0,2290.0,202209180400,202209180500,8776.0,2290.0,200.0,8976.0,98,26
23789,0.0,201.0,0.0,1968.0,5298.0,0.0,20.0,26.0,2259.0,202209180500,202209180600,9571.0,2259.0,201.0,9772.0,98,23
23790,0.0,201.0,0.0,1954.0,5129.0,0.0,18.0,26.0,2153.0,202209180600,202209180700,9280.0,2153.0,201.0,9481.0,98,23
23791,0.0,202.0,0.0,1965.0,5090.0,0.0,14.0,26.0,2211.0,202209180700,202209180800,9306.0,2211.0,202.0,9508.0,98,23
23792,0.0,202.0,0.0,1965.0,5042.0,0.0,11.0,26.0,2166.0,202209180800,202209180900,9210.0,2166.0,202.0,9412.0,98,23
23793,0.0,201.0,0.0,1963.0,5028.0,0.0,12.0,26.0,2031.0,202209180900,202209181000,9060.0,2031.0,201.0,9261.0,98,22
23794,0.0,201.0,0.0,1955.0,5050.0,0.0,12.0,25.0,2032.0,202209181000,202209181100,9074.0,2032.0,201.0,9275.0,98,22
23795,0.0,201.0,0.0,1952.0,4818.0,0.0,13.0,26.0,2169.0,202209181100,202209181200,8978.0,2169.0,201.0,9179.0,98,24
23796,0.0,201.0,0.0,1962.0,4866.0,0.0,12.0,25.0,2281.0,202209181200,202209181300,9146.0,2281.0,201.0,9347.0,98,24
23797,0.0,201.0,0.0,1967.0,4945.0,0.0,12.0,25.0,2378.0,202209181300,202209181400,9327.0,2378.0,201.0,9528.0,98,25
23798,0.0,200.0,0.0,1964.0,4882.0,0.0,14.0,24.0,2512.0,202209181400,202209181500,9396.0,2512.0,200.0,9596.0,98,26
23799,0.0,201.0,0.0,1954.0,5024.0,0.0,13.0,25.0,2634.0,202209181500,202209181600,9650.0,2634.0,201.0,9851.0,98,27
23800,0.0,201.0,0.0,1953.0,5904.0,0.0,13.0,24.0,2516.0,202209181600,202209181700,10410.0,2516.0,201.0,10611.0,98,24
23801,0.0,202.0,0.0,1974.0,6314.0,0.0,13.0,24.0,2489.0,202209181700,202209181800,10814.0,2489.0,202.0,11016.0,98,23
23802,0.0,202.0,0.0,1969.0,6005.0,0.0,13.0,22.0,2514.0,202209181800,202209181900,10523.0,2514.0,202.0,10725.0,98,23
23803,0.0,202.0,0.0,1960.0,5578.0,0.0,12.0,22.0,2442.0,202209181900,202209182000,10014.0,2442.0,202.0,10216.0,98,24
23804,0.0,202.0,0.0,1945.0,5583.0,0.0,13.0,24.0,2273.0,202209182000,202209182100,9838.0,2273.0,202.0,10040.0,98,23
23805,0.0,202.0,0.0,1946.0,5477.0,0.0,12.0,26.0,2200.0,202209182100,202209182200,9661.0,2200.0,202.0,9863.0,98,22
23806,0.0,202.0,0.0,1892.0,5096.0,0.0,12.0,25.0,2061.0,202209182200,202209182300,9086.0,2061.0,202.0,9288.0,98,22
23807,0.0,201.0,0.0,1903.0,5035.0,0.0,12.0,24.0,2061.0,202209182300,202209190000,9035.0,2061.0,201.0,9236.0,98,22
23808,0.0,201.0,0.0,1895.0,4922.0,0.0,13.0,24.0,2034.0,202209190000,202209190100,8888.0,2034.0,201.0,9089.0,98,22
23809,0.0,200.0,0.0,1880.0,4862.0,0.0,12.0,24.0,2084.0,202209190100,202209190200,8862.0,2084.0,200.0,9062.0,98,23
23810,0.0,201.0,0.0,1877.0,4950.0,0.0,12.0,24.0,2058.0,202209190200,202209190300,8921.0,2058.0,201.0,9122.0,98,23
23811,0.0,201.0,0.0,1889.0,5481.0,0.0,13.0,23.0,2078.0,202209190300,202209190400,9484.0,2078.0,201.0,9685.0,98,21
23812,0.0,201.0,34.0,1912.0,6605.0,0.0,20.0,20.0,2067.0,202209190400,202209190500,10658.0,2067.0,201.0,10859.0,98,19
23813,0.0,200.0,164.0,1976.0,7675.0,0.0,17.0,18.0,2024.0,202209190500,202209190600,11874.0,2024.0,200.0,12074.0,98,17
23814,0.0,204.0,165.0,1999.0,8142.0,0.0,10.0,14.0,1818.0,202209190600,202209190700,12148.0,1818.0,204.0,12352.0,98,15
23815,0.0,207.0,162.0,1975.0,7706.0,0.0,10.0,13.0,1652.0,202209190700,202209190800,11518.0,1652.0,207.0,11725.0,98,14
23816,0.0,207.0,148.0,1908.0,7149.0,0.0,11.0,14.0,1517.0,202209190800,202209190900,10747.0,1517.0,207.0,10954.0,98,14
23817,0.0,208.0,12.0,1916.0,6898.0,0.0,20.0,14.0,1326.0,202209190900,202209191000,10186.0,1326.0,208.0,10394.0,98,13
23818,0.0,202.0,11.0,1910.0,6742.0,0.0,30.0,14.0,1388.0,202209191000,202209191100,10095.0,1388.0,202.0,10297.0,98,13
23819,0.0,202.0,11.0,1881.0,6490.0,0.0,30.0,13.0,1502.0,202209191100,202209191200,9927.0,1502.0,202.0,10129.0,98,15
23820,0.0,205.0,2.0,1870.0,6591.0,0.0,29.0,13.0,1606.0,202209191200,202209191300,10111.0,1606.0,205.0,10316.0,98,16
23821,0.0,202.0,9.0,1883.0,6044.0,0.0,30.0,11.0,1758.0,202209191300,202209191400,9735.0,1758.0,202.0,9937.0,98,18
23822,0.0,204.0,10.0,1878.0,6433.0,0.0,31.0,11.0,1886.0,202209191400,202209191500,10249.0,1886.0,204.0,10453.0,98,18
23823,0.0,203.0,109.0,1877.0,7007.0,0.0,28.0,11.0,1954.0,202209191500,202209191600,10986.0,1954.0,203.0,11189.0,98,17
23824,0.0,206.0,153.0,1885.0,8331.0,0.0,28.0,11.0,1973.0,202209191600,202209191700,12381.0,1973.0,206.0,12587.0,98,16
23825,0.0,207.0,154.0,2013.0,9565.0,0.0,29.0,11.0,1791.0,202209191700,202209191800,13563.0,1791.0,207.0,13770.0,98,13
