,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Other,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS,Wind_per,Solar_per,Nuclear_per,Hydroelectricity_per,Geothermal_per,Natural Gas_per,Petroleum_per,Coal_per
14587,46.0,88.0,73.0,47.0,7.0,202108301900,202108302000,126.0,7.0,135.0,261.0,48,3,2,0,0,27,0,33,0,0
14588,46.0,2.0,142.0,46.0,6.0,202108302000,202108302100,194.0,6.0,48.0,242.0,80,2,2,0,0,58,0,0,0,0
14589,42.0,1.0,138.0,45.0,6.0,202108302100,202108302200,186.0,6.0,46.0,232.0,80,3,2,0,0,59,0,0,0,0
14590,42.0,0.0,2.0,45.0,8.0,202108302200,202108302300,52.0,8.0,45.0,97.0,54,8,8,0,0,2,0,0,0,0
14591,41.0,0.0,0.0,44.0,9.0,202108302300,202108310000,50.0,9.0,44.0,94.0,53,10,9,0,0,0,0,0,0,0
14592,41.0,0.0,0.0,43.0,8.0,202108310000,202108310100,49.0,8.0,43.0,92.0,53,9,8,0,0,0,0,0,0,0
14593,41.0,0.0,0.0,43.0,5.0,202108310100,202108310200,46.0,5.0,43.0,89.0,52,6,5,0,0,0,0,0,0,0
14594,42.0,0.0,0.0,44.0,4.0,202108310200,202108310300,46.0,4.0,44.0,90.0,51,4,4,0,0,0,0,0,0,0
14595,46.0,0.0,0.0,44.0,5.0,202108310300,202108310400,51.0,5.0,44.0,95.0,54,5,5,0,0,0,0,0,0,0
14596,50.0,0.0,142.0,44.0,7.0,202108310400,202108310500,199.0,7.0,44.0,243.0,82,3,2,0,0,58,0,0,0,0
14597,50.0,2.0,487.0,45.0,6.0,202108310500,202108310600,543.0,6.0,47.0,590.0,92,1,1,0,0,82,0,0,0,0
14598,51.0,2.0,615.0,45.0,8.0,202108310600,202108310700,674.0,8.0,47.0,721.0,93,1,1,0,0,85,0,0,0,0
14599,54.0,2.0,501.0,45.0,11.0,202108310700,202108310800,566.0,11.0,47.0,613.0,92,2,1,0,0,81,0,0,0,0
14600,54.0,2.0,232.0,45.0,12.0,202108310800,202108310900,298.0,12.0,47.0,345.0,86,3,3,0,0,67,0,0,0,0
14601,54.0,1.0,216.0,45.0,15.0,202108310900,202108311000,285.0,15.0,46.0,331.0,86,5,4,0,0,65,0,0,0,0
14602,55.0,1.0,137.0,46.0,12.0,202108311000,202108311100,204.0,12.0,47.0,251.0,81,5,4,0,0,54,0,0,0,0
14603,54.0,2.0,42.0,46.0,9.0,202108311100,202108311200,105.0,9.0,48.0,153.0,69,6,5,0,0,27,0,1,0,0
14604,54.0,2.0,18.0,45.0,8.0,202108311200,202108311300,80.0,8.0,47.0,127.0,63,6,6,0,0,14,0,1,0,0
14605,54.0,2.0,18.0,45.0,7.0,202108311300,202108311400,79.0,7.0,47.0,126.0,63,6,5,0,0,14,0,1,0,0
14606,54.0,2.0,18.0,46.0,8.0,202108311400,202108311500,80.0,8.0,48.0,128.0,62,6,6,0,0,14,0,1,0,0
14607,51.0,2.0,18.0,46.0,18.0,202108311500,202108311600,87.0,18.0,48.0,135.0,64,13,13,0,0,13,0,1,0,0
14608,49.0,2.0,100.0,46.0,16.0,202108311600,202108311700,165.0,16.0,48.0,213.0,77,8,7,0,0,46,0,0,0,0
14609,48.0,2.0,225.0,46.0,15.0,202108311700,202108311800,288.0,15.0,48.0,336.0,86,4,4,0,0,66,0,0,0,0
14610,48.0,2.0,292.0,46.0,17.0,202108311800,202108311900,357.0,17.0,48.0,405.0,88,4,4,0,0,72,0,0,0,0
14611,45.0,2.0,58.0,45.0,15.0,202108311900,202108312000,118.0,15.0,47.0,165.0,72,9,9,0,0,35,0,1,0,0
14612,42.0,0.0,18.0,45.0,15.0,202108312000,202108312100,75.0,15.0,45.0,120.0,62,12,12,0,0,15,0,0,0,0
14613,41.0,0.0,0.0,45.0,13.0,202108312100,202108312200,54.0,13.0,45.0,99.0,55,13,13,0,0,0,0,0,0,0
14614,42.0,0.0,0.0,45.0,14.0,202108312200,202108312300,56.0,14.0,45.0,101.0,55,14,13,0,0,0,0,0,0,0
14615,41.0,0.0,0.0,43.0,15.0,202108312300,202109010000,56.0,15.0,43.0,99.0,57,15,15,0,0,0,0,0,0,0
14616,41.0,0.0,37.0,43.0,14.0,202109010000,202109010100,92.0,14.0,43.0,135.0,68,10,10,0,0,27,0,0,0,0
14617,41.0,0.0,0.0,43.0,15.0,202109010100,202109010200,56.0,15.0,43.0,99.0,57,15,15,0,0,0,0,0,0,0
14618,42.0,0.0,82.0,43.0,16.0,202109010200,202109010300,140.0,16.0,43.0,183.0,77,9,8,0,0,44,0,0,0,0
14619,44.0,0.0,55.0,44.0,15.0,202109010300,202109010400,114.0,15.0,44.0,158.0,72,9,9,0,0,34,0,0,0,0
14620,47.0,0.0,74.0,44.0,15.0,202109010400,202109010500,136.0,15.0,44.0,180.0,76,8,8,0,0,41,0,0,0,0
14621,51.0,0.0,209.0,45.0,12.0,202109010500,202109010600,272.0,12.0,45.0,317.0,86,4,3,0,0,65,0,0,0,0
14622,53.0,1.0,158.0,45.0,16.0,202109010600,202109010700,227.0,16.0,46.0,273.0,83,6,5,0,0,57,0,0,0,0
14623,54.0,2.0,9.0,45.0,29.0,202109010700,202109010800,92.0,29.0,47.0,139.0,66,21,20,0,0,6,0,1,0,0
14624,54.0,2.0,0.0,45.0,30.0,202109010800,202109010900,84.0,30.0,47.0,131.0,64,23,22,0,0,0,0,1,0,0
14625,54.0,2.0,0.0,45.0,36.0,202109010900,202109011000,90.0,36.0,47.0,137.0,66,26,26,0,0,0,0,1,0,0
14626,54.0,1.0,0.0,45.0,35.0,202109011000,202109011100,89.0,35.0,46.0,135.0,66,26,25,0,0,0,0,0,0,0
14627,54.0,1.0,0.0,45.0,38.0,202109011100,202109011200,92.0,38.0,46.0,138.0,67,28,27,0,0,0,0,0,0,0
14628,54.0,1.0,0.0,45.0,39.0,202109011200,202109011300,93.0,39.0,46.0,139.0,67,28,28,0,0,0,0,0,0,0
14629,54.0,1.0,0.0,45.0,38.0,202109011300,202109011400,92.0,38.0,46.0,138.0,67,28,27,0,0,0,0,0,0,0
14630,54.0,1.0,0.0,45.0,36.0,202109011400,202109011500,90.0,36.0,46.0,136.0,66,26,26,0,0,0,0,0,0,0
14631,52.0,2.0,67.0,46.0,33.0,202109011500,202109011600,152.0,33.0,48.0,200.0,76,16,16,0,0,33,0,1,0,0
14632,49.0,2.0,171.0,46.0,30.0,202109011600,202109011700,250.0,30.0,48.0,298.0,84,10,10,0,0,57,0,0,0,0
14633,48.0,2.0,405.0,46.0,19.0,202109011700,202109011800,472.0,19.0,48.0,520.0,91,4,3,0,0,77,0,0,0,0
14634,48.0,2.0,392.0,46.0,11.0,202109011800,202109011900,451.0,11.0,48.0,499.0,90,2,2,0,0,78,0,0,0,0
14635,45.0,2.0,101.0,45.0,10.0,202109011900,202109012000,156.0,10.0,47.0,203.0,77,5,4,0,0,49,0,0,0,0
14636,43.0,1.0,2.0,46.0,8.0,202109012000,202109012100,53.0,8.0,47.0,100.0,53,8,8,0,0,2,0,1,0,0
14637,42.0,0.0,0.0,45.0,16.0,202109012100,202109012200,58.0,16.0,45.0,103.0,56,16,15,0,0,0,0,0,0,0
14638,42.0,0.0,0.0,45.0,11.0,202109012200,202109012300,53.0,11.0,45.0,98.0,54,11,11,0,0,0,0,0,0,0
14639,41.0,0.0,0.0,44.0,12.0,202109012300,202109020000,53.0,12.0,44.0,97.0,55,12,12,0,0,0,0,0,0,0
14640,41.0,0.0,0.0,44.0,13.0,202109020000,202109020100,54.0,13.0,44.0,98.0,55,13,13,0,0,0,0,0,0,0
14641,42.0,0.0,0.0,45.0,9.0,202109020100,202109020200,51.0,9.0,45.0,96.0,53,9,9,0,0,0,0,0,0,0
14642,43.0,0.0,1.0,45.0,14.0,202109020200,202109020300,58.0,14.0,45.0,103.0,56,14,13,0,0,0,0,0,0,0
14643,45.0,0.0,67.0,45.0,12.0,202109020300,202109020400,124.0,12.0,45.0,169.0,73,7,7,0,0,39,0,0,0,0
14644,48.0,0.0,226.0,45.0,10.0,202109020400,202109020500,284.0,10.0,45.0,329.0,86,3,3,0,0,68,0,0,0,0
14645,51.0,2.0,523.0,45.0,6.0,202109020500,202109020600,580.0,6.0,47.0,627.0,93,1,0,0,0,83,0,0,0,0
14646,52.0,2.0,524.0,43.0,4.0,202109020600,202109020700,580.0,4.0,45.0,625.0,93,1,0,0,0,83,0,0,0,0
14647,53.0,2.0,338.0,44.0,6.0,202109020700,202109020800,397.0,6.0,46.0,443.0,90,1,1,0,0,76,0,0,0,0
14648,53.0,2.0,269.0,44.0,14.0,202109020800,202109020900,336.0,14.0,46.0,382.0,88,4,3,0,0,70,0,0,0,0
14649,53.0,2.0,267.0,45.0,19.0,202109020900,202109021000,339.0,19.0,47.0,386.0,88,5,4,0,0,69,0,0,0,0
14650,53.0,1.0,267.0,45.0,24.0,202109021000,202109021100,344.0,24.0,46.0,390.0,88,6,6,0,0,68,0,0,0,0
14651,53.0,1.0,220.0,45.0,24.0,202109021100,202109021200,297.0,24.0,46.0,343.0,87,7,6,0,0,64,0,0,0,0
14652,53.0,1.0,219.0,45.0,21.0,202109021200,202109021300,293.0,21.0,46.0,339.0,86,6,6,0,0,64,0,0,0,0
14653,53.0,1.0,294.0,45.0,23.0,202109021300,202109021400,370.0,23.0,46.0,416.0,89,6,5,0,0,70,0,0,0,0
14654,53.0,1.0,314.0,45.0,17.0,202109021400,202109021500,384.0,17.0,46.0,430.0,89,4,3,0,0,73,0,0,0,0
14655,51.0,2.0,325.0,45.0,12.0,202109021500,202109021600,388.0,12.0,47.0,435.0,89,3,2,0,0,74,0,0,0,0
14656,48.0,2.0,505.0,45.0,9.0,202109021600,202109021700,562.0,9.0,47.0,609.0,92,1,1,0,0,82,0,0,0,0
14657,48.0,2.0,498.0,45.0,11.0,202109021700,202109021800,557.0,11.0,47.0,604.0,92,2,1,0,0,82,0,0,0,0
14658,48.0,2.0,486.0,45.0,17.0,202109021800,202109021900,551.0,17.0,47.0,598.0,92,3,2,0,0,81,0,0,0,0
14659,44.0,2.0,341.0,44.0,26.0,202109021900,202109022000,411.0,26.0,46.0,457.0,90,6,5,0,0,74,0,0,0,0
14660,41.0,1.0,248.0,43.0,31.0,202109022000,202109022100,320.0,31.0,44.0,364.0,88,9,8,0,0,68,0,0,0,0
14661,41.0,0.0,143.0,43.0,27.0,202109022100,202109022200,211.0,27.0,43.0,254.0,83,11,10,0,0,56,0,0,0,0
14662,40.0,0.0,5.0,43.0,24.0,202109022200,202109022300,69.0,24.0,43.0,112.0,62,21,21,0,0,4,0,0,0,0
14663,40.0,0.0,0.0,43.0,21.0,202109022300,202109030000,61.0,21.0,43.0,104.0,59,20,20,0,0,0,0,0,0,0
14664,39.0,0.0,0.0,42.0,22.0,202109030000,202109030100,61.0,22.0,42.0,103.0,59,21,21,0,0,0,0,0,0,0
14665,40.0,0.0,0.0,43.0,25.0,202109030100,202109030200,65.0,25.0,43.0,108.0,60,23,23,0,0,0,0,0,0,0
14666,41.0,0.0,0.0,43.0,17.0,202109030200,202109030300,58.0,17.0,43.0,101.0,57,17,16,0,0,0,0,0,0,0
14667,44.0,0.0,0.0,43.0,14.0,202109030300,202109030400,58.0,14.0,43.0,101.0,57,14,13,0,0,0,0,0,0,0
14668,47.0,0.0,87.0,43.0,15.0,202109030400,202109030500,149.0,15.0,43.0,192.0,78,8,7,0,0,45,0,0,0,0
14669,51.0,1.0,245.0,44.0,21.0,202109030500,202109030600,317.0,21.0,45.0,362.0,88,6,5,0,0,67,0,0,0,0
14670,53.0,2.0,281.0,44.0,23.0,202109030600,202109030700,357.0,23.0,46.0,403.0,89,6,5,0,0,69,0,0,0,0
14671,53.0,2.0,45.0,44.0,33.0,202109030700,202109030800,131.0,33.0,46.0,177.0,74,19,18,0,0,25,0,1,0,0
14672,53.0,2.0,0.0,44.0,33.0,202109030800,202109030900,86.0,33.0,46.0,132.0,65,25,25,0,0,0,0,1,0,0
14673,53.0,1.0,0.0,44.0,35.0,202109030900,202109031000,88.0,35.0,45.0,133.0,66,26,26,0,0,0,0,0,0,0
14674,53.0,1.0,0.0,44.0,40.0,202109031000,202109031100,93.0,40.0,45.0,138.0,67,29,28,0,0,0,0,0,0,0
14675,53.0,1.0,16.0,45.0,37.0,202109031100,202109031200,106.0,37.0,46.0,152.0,70,24,24,0,0,10,0,0,0,0
14676,53.0,1.0,18.0,45.0,30.0,202109031200,202109031300,101.0,30.0,46.0,147.0,69,20,20,0,0,12,0,0,0,0
14677,54.0,1.0,18.0,45.0,33.0,202109031300,202109031400,105.0,33.0,46.0,151.0,70,22,21,0,0,11,0,0,0,0
14678,53.0,1.0,18.0,45.0,21.0,202109031400,202109031500,92.0,21.0,46.0,138.0,67,15,15,0,0,13,0,0,0,0
14679,51.0,2.0,18.0,45.0,18.0,202109031500,202109031600,87.0,18.0,47.0,134.0,65,13,13,0,0,13,0,1,0,0
14680,48.0,2.0,194.0,45.0,18.0,202109031600,202109031700,260.0,18.0,47.0,307.0,85,6,5,0,0,63,0,0,0,0
14681,47.0,2.0,376.0,44.0,12.0,202109031700,202109031800,435.0,12.0,46.0,481.0,90,2,2,0,0,78,0,0,0,0
14682,47.0,2.0,445.0,44.0,10.0,202109031800,202109031900,502.0,10.0,46.0,548.0,92,2,1,0,0,81,0,0,0,0
14683,44.0,2.0,129.0,43.0,9.0,202109031900,202109032000,182.0,9.0,45.0,227.0,80,4,3,0,0,56,0,0,0,0
14684,40.0,1.0,4.0,43.0,7.0,202109032000,202109032100,51.0,7.0,44.0,95.0,54,7,7,0,0,4,0,1,0,0
14685,40.0,0.0,0.0,42.0,14.0,202109032100,202109032200,54.0,14.0,42.0,96.0,56,15,14,0,0,0,0,0,0,0
14686,40.0,0.0,0.0,42.0,5.0,202109032200,202109032300,45.0,5.0,42.0,87.0,52,6,5,0,0,0,0,0,0,0
14687,39.0,0.0,0.0,42.0,7.0,202109032300,202109040000,46.0,7.0,42.0,88.0,52,8,7,0,0,0,0,0,0,0
14688,39.0,0.0,0.0,42.0,7.0,202109040000,202109040100,46.0,7.0,42.0,88.0,52,8,7,0,0,0,0,0,0,0
14689,39.0,0.0,0.0,42.0,4.0,202109040100,202109040200,43.0,4.0,42.0,85.0,51,5,4,0,0,0,0,0,0,0
14690,40.0,0.0,0.0,42.0,3.0,202109040200,202109040300,43.0,3.0,42.0,85.0,51,4,3,0,0,0,0,0,0,0
14691,42.0,0.0,0.0,42.0,2.0,202109040300,202109040400,44.0,2.0,42.0,86.0,51,2,2,0,0,0,0,0,0,0
14692,45.0,0.0,0.0,42.0,0.0,202109040400,202109040500,45.0,0.0,42.0,87.0,52,0,0,0,0,0,0,0,0,0
14693,49.0,0.0,0.0,43.0,7.0,202109040500,202109040600,56.0,7.0,43.0,99.0,57,7,7,0,0,0,0,0,0,0
14694,53.0,0.0,0.0,44.0,5.0,202109040600,202109040700,58.0,5.0,44.0,102.0,57,5,4,0,0,0,0,0,0,0
14695,53.0,0.0,0.0,44.0,7.0,202109040700,202109040800,60.0,7.0,44.0,104.0,58,7,6,0,0,0,0,0,0,0
14696,53.0,0.0,0.0,44.0,9.0,202109040800,202109040900,62.0,9.0,44.0,106.0,58,8,8,0,0,0,0,0,0,0
14697,53.0,0.0,48.0,44.0,3.0,202109040900,202109041000,104.0,3.0,44.0,148.0,70,2,2,0,0,32,0,0,0,0
14698,54.0,0.0,3.0,45.0,2.0,202109041000,202109041100,59.0,2.0,45.0,104.0,57,2,1,0,0,2,0,0,0,0
14699,54.0,0.0,27.0,45.0,11.0,202109041100,202109041200,92.0,11.0,45.0,137.0,67,8,8,0,0,19,0,0,0,0
14700,53.0,0.0,0.0,45.0,20.0,202109041200,202109041300,73.0,20.0,45.0,118.0,62,17,16,0,0,0,0,0,0,0
14701,53.0,0.0,135.0,45.0,19.0,202109041300,202109041400,207.0,19.0,45.0,252.0,82,8,7,0,0,53,0,0,0,0
14702,53.0,0.0,141.0,45.0,21.0,202109041400,202109041500,215.0,21.0,45.0,260.0,83,8,8,0,0,54,0,0,0,0
14703,51.0,0.0,273.0,45.0,20.0,202109041500,202109041600,344.0,20.0,45.0,389.0,88,5,5,0,0,70,0,0,0,0
14704,49.0,0.0,350.0,45.0,10.0,202109041600,202109041700,409.0,10.0,45.0,454.0,90,2,2,0,0,77,0,0,0,0
14705,48.0,0.0,575.0,45.0,8.0,202109041700,202109041800,631.0,8.0,45.0,676.0,93,1,1,0,0,85,0,0,0,0
14706,48.0,0.0,588.0,45.0,9.0,202109041800,202109041900,645.0,9.0,45.0,690.0,93,1,1,0,0,85,0,0,0,0
14707,48.0,0.0,383.0,45.0,9.0,202109041900,202109042000,440.0,9.0,45.0,485.0,91,2,1,0,0,78,0,0,0,0
14708,45.0,0.0,286.0,44.0,9.0,202109042000,202109042100,340.0,9.0,44.0,384.0,89,2,2,0,0,74,0,0,0,0
14709,41.0,0.0,270.0,43.0,7.0,202109042100,202109042200,318.0,7.0,43.0,361.0,88,2,1,0,0,74,0,0,0,0
14710,40.0,0.0,3.0,43.0,7.0,202109042200,202109042300,50.0,7.0,43.0,93.0,54,8,7,0,0,3,0,0,0,0
14711,40.0,0.0,0.0,42.0,5.0,202109042300,202109050000,45.0,5.0,42.0,87.0,52,6,5,0,0,0,0,0,0,0
14712,40.0,0.0,0.0,42.0,6.0,202109050000,202109050100,46.0,6.0,42.0,88.0,52,7,6,0,0,0,0,0,0,0
14713,40.0,0.0,0.0,42.0,1.0,202109050100,202109050200,41.0,1.0,42.0,83.0,49,1,1,0,0,0,0,0,0,0
14714,41.0,0.0,0.0,42.0,0.0,202109050200,202109050300,41.0,0.0,42.0,83.0,49,0,0,0,0,0,0,0,0,0
14715,44.0,0.0,0.0,43.0,2.0,202109050300,202109050400,46.0,2.0,43.0,89.0,52,2,2,0,0,0,0,0,0,0
14716,46.0,0.0,0.0,43.0,2.0,202109050400,202109050500,48.0,2.0,43.0,91.0,53,2,2,0,0,0,0,0,0,0
14717,48.0,0.0,0.0,43.0,1.0,202109050500,202109050600,49.0,1.0,43.0,92.0,53,1,1,0,0,0,0,0,0,0
14718,54.0,0.0,0.0,45.0,0.0,202109050600,202109050700,54.0,0.0,45.0,99.0,55,0,0,0,0,0,0,0,0,0
14719,54.0,0.0,0.0,45.0,0.0,202109050700,202109050800,54.0,0.0,45.0,99.0,55,0,0,0,0,0,0,0,0,0
14720,53.0,0.0,0.0,45.0,1.0,202109050800,202109050900,54.0,1.0,45.0,99.0,55,1,1,0,0,0,0,0,0,0
14721,54.0,0.0,0.0,45.0,1.0,202109050900,202109051000,55.0,1.0,45.0,100.0,55,1,1,0,0,0,0,0,0,0
14722,53.0,0.0,0.0,45.0,3.0,202109051000,202109051100,56.0,3.0,45.0,101.0,55,3,2,0,0,0,0,0,0,0
14723,53.0,0.0,0.0,45.0,4.0,202109051100,202109051200,57.0,4.0,45.0,102.0,56,4,3,0,0,0,0,0,0,0
14724,54.0,0.0,0.0,45.0,3.0,202109051200,202109051300,57.0,3.0,45.0,102.0,56,3,2,0,0,0,0,0,0,0
14725,54.0,0.0,0.0,45.0,3.0,202109051300,202109051400,57.0,3.0,45.0,102.0,56,3,2,0,0,0,0,0,0,0
14726,54.0,0.0,0.0,45.0,1.0,202109051400,202109051500,55.0,1.0,45.0,100.0,55,1,1,0,0,0,0,0,0,0
14727,52.0,0.0,0.0,45.0,1.0,202109051500,202109051600,53.0,1.0,45.0,98.0,54,1,1,0,0,0,0,0,0,0
14728,49.0,0.0,3.0,46.0,0.0,202109051600,202109051700,52.0,0.0,46.0,98.0,53,0,0,0,0,3,0,0,0,0
14729,48.0,0.0,222.0,46.0,0.0,202109051700,202109051800,270.0,0.0,46.0,316.0,85,0,0,0,0,70,0,0,0,0
14730,48.0,0.0,211.0,46.0,0.0,202109051800,202109051900,259.0,0.0,46.0,305.0,85,0,0,0,0,69,0,0,0,0
14731,46.0,0.0,0.0,46.0,0.0,202109051900,202109052000,46.0,0.0,46.0,92.0,50,0,0,0,0,0,0,0,0,0
14732,43.0,0.0,0.0,46.0,1.0,202109052000,202109052100,44.0,1.0,46.0,90.0,49,1,1,0,0,0,0,0,0,0
14733,42.0,0.0,0.0,45.0,3.0,202109052100,202109052200,45.0,3.0,45.0,90.0,50,3,3,0,0,0,0,0,0,0
14734,42.0,0.0,0.0,45.0,6.0,202109052200,202109052300,48.0,6.0,45.0,93.0,52,6,6,0,0,0,0,0,0,0
14735,42.0,0.0,0.0,45.0,7.0,202109052300,202109060000,49.0,7.0,45.0,94.0,52,7,7,0,0,0,0,0,0,0
14736,42.0,0.0,0.0,45.0,5.0,202109060000,202109060100,47.0,5.0,45.0,92.0,51,5,5,0,0,0,0,0,0,0
14737,42.0,0.0,0.0,45.0,3.0,202109060100,202109060200,45.0,3.0,45.0,90.0,50,3,3,0,0,0,0,0,0,0
14738,44.0,0.0,16.0,46.0,6.0,202109060200,202109060300,66.0,6.0,46.0,112.0,59,5,5,0,0,14,0,0,0,0
14739,46.0,0.0,21.0,46.0,8.0,202109060300,202109060400,75.0,8.0,46.0,121.0,62,7,6,0,0,17,0,0,0,0
14740,48.0,0.0,257.0,46.0,9.0,202109060400,202109060500,314.0,9.0,46.0,360.0,87,2,2,0,0,71,0,0,0,0
14741,52.0,2.0,523.0,46.0,8.0,202109060500,202109060600,583.0,8.0,48.0,631.0,92,1,1,0,0,82,0,0,0,0
14742,54.0,2.0,559.0,45.0,8.0,202109060600,202109060700,621.0,8.0,47.0,668.0,93,1,1,0,0,83,0,0,0,0
14743,53.0,2.0,558.0,45.0,8.0,202109060700,202109060800,619.0,8.0,47.0,666.0,93,1,1,0,0,83,0,0,0,0
14744,53.0,2.0,342.0,45.0,13.0,202109060800,202109060900,408.0,13.0,47.0,455.0,90,3,2,0,0,75,0,0,0,0
14745,53.0,2.0,319.0,44.0,15.0,202109060900,202109061000,387.0,15.0,46.0,433.0,89,3,3,0,0,73,0,0,0,0
14746,53.0,0.0,309.0,44.0,16.0,202109061000,202109061100,378.0,16.0,44.0,422.0,90,4,3,0,0,73,0,0,0,0
14747,53.0,2.0,274.0,45.0,16.0,202109061100,202109061200,343.0,16.0,47.0,390.0,88,4,4,0,0,70,0,0,0,0
14748,53.0,2.0,284.0,44.0,15.0,202109061200,202109061300,352.0,15.0,46.0,398.0,88,4,3,0,0,71,0,0,0,0
14749,53.0,2.0,192.0,44.0,13.0,202109061300,202109061400,258.0,13.0,46.0,304.0,85,4,4,0,0,63,0,0,0,0
14750,53.0,2.0,241.0,44.0,11.0,202109061400,202109061500,305.0,11.0,46.0,351.0,87,3,3,0,0,68,0,0,0,0
14751,50.0,2.0,395.0,44.0,9.0,202109061500,202109061600,454.0,9.0,46.0,500.0,91,2,1,0,0,79,0,0,0,0
14752,48.0,2.0,577.0,45.0,7.0,202109061600,202109061700,632.0,7.0,47.0,679.0,93,1,1,0,0,84,0,0,0,0
14753,48.0,2.0,603.0,45.0,5.0,202109061700,202109061800,656.0,5.0,47.0,703.0,93,1,0,0,0,85,0,0,0,0
14754,48.0,2.0,617.0,45.0,7.0,202109061800,202109061900,672.0,7.0,47.0,719.0,93,1,0,0,0,85,0,0,0,0
14755,45.0,2.0,549.0,45.0,7.0,202109061900,202109062000,601.0,7.0,47.0,648.0,93,1,1,0,0,84,0,0,0,0
14756,42.0,1.0,219.0,45.0,7.0,202109062000,202109062100,268.0,7.0,46.0,314.0,85,2,2,0,0,69,0,0,0,0
14757,41.0,0.0,156.0,44.0,6.0,202109062100,202109062200,203.0,6.0,44.0,247.0,82,2,2,0,0,63,0,0,0,0
14758,41.0,0.0,0.0,44.0,5.0,202109062200,202109062300,46.0,5.0,44.0,90.0,51,6,5,0,0,0,0,0,0,0
14759,41.0,0.0,0.0,43.0,5.0,202109062300,202109070000,46.0,5.0,43.0,89.0,52,6,5,0,0,0,0,0,0,0
14760,40.0,0.0,0.0,43.0,7.0,202109070000,202109070100,47.0,7.0,43.0,90.0,52,8,7,0,0,0,0,0,0,0
14761,40.0,0.0,0.0,43.0,8.0,202109070100,202109070200,48.0,8.0,43.0,91.0,53,9,8,0,0,0,0,0,0,0
14762,41.0,10.0,3.0,43.0,5.0,202109070200,202109070300,49.0,5.0,53.0,102.0,48,5,4,0,0,2,0,9,0,0
14763,43.0,0.0,18.0,43.0,6.0,202109070300,202109070400,67.0,6.0,43.0,110.0,61,5,5,0,0,16,0,0,0,0
14764,46.0,8.0,358.0,43.0,5.0,202109070400,202109070500,409.0,5.0,51.0,460.0,89,1,1,0,0,77,0,1,0,0
14765,49.0,26.0,420.0,43.0,4.0,202109070500,202109070600,473.0,4.0,69.0,542.0,87,1,0,0,0,77,0,4,0,0
14766,52.0,25.0,507.0,43.0,2.0,202109070600,202109070700,561.0,2.0,68.0,629.0,89,0,0,0,0,80,0,3,0,0
14767,52.0,38.0,442.0,43.0,3.0,202109070700,202109070800,497.0,3.0,81.0,578.0,86,1,0,0,0,76,0,6,0,0
14768,53.0,65.0,253.0,44.0,9.0,202109070800,202109070900,315.0,9.0,109.0,424.0,74,2,2,0,0,59,0,15,0,0
14769,53.0,165.0,114.0,45.0,13.0,202109070900,202109071000,180.0,13.0,210.0,390.0,46,3,3,0,0,29,0,42,0,0
14770,53.0,251.0,0.0,45.0,15.0,202109071000,202109071100,68.0,15.0,296.0,364.0,19,4,4,0,0,0,0,68,0,0
14771,53.0,213.0,0.0,45.0,18.0,202109071100,202109071200,71.0,18.0,258.0,329.0,22,5,5,0,0,0,0,64,0,0
14772,55.0,202.0,0.0,46.0,20.0,202109071200,202109071300,75.0,20.0,248.0,323.0,23,6,6,0,0,0,0,62,0,0
14773,55.0,202.0,0.0,46.0,24.0,202109071300,202109071400,79.0,24.0,248.0,327.0,24,7,7,0,0,0,0,61,0,0
14774,55.0,202.0,0.0,46.0,25.0,202109071400,202109071500,80.0,25.0,248.0,328.0,24,8,7,0,0,0,0,61,0,0
14775,52.0,149.0,127.0,46.0,23.0,202109071500,202109071600,202.0,23.0,195.0,397.0,51,6,5,0,0,31,0,37,0,0
14776,49.0,2.0,560.0,46.0,21.0,202109071600,202109071700,630.0,21.0,48.0,678.0,93,3,3,0,0,82,0,0,0,0
14777,49.0,2.0,569.0,46.0,17.0,202109071700,202109071800,635.0,17.0,48.0,683.0,93,2,2,0,0,83,0,0,0,0
14778,47.0,2.0,515.0,43.0,18.0,202109071800,202109071900,580.0,18.0,45.0,625.0,93,3,2,0,0,82,0,0,0,0
14779,44.0,2.0,439.0,43.0,20.0,202109071900,202109072000,503.0,20.0,45.0,548.0,92,4,3,0,0,80,0,0,0,0
14780,41.0,1.0,159.0,43.0,22.0,202109072000,202109072100,222.0,22.0,44.0,266.0,83,8,8,0,0,59,0,0,0,0
14781,40.0,0.0,154.0,43.0,20.0,202109072100,202109072200,214.0,20.0,43.0,257.0,83,8,7,0,0,59,0,0,0,0
14782,40.0,0.0,1.0,42.0,18.0,202109072200,202109072300,59.0,18.0,42.0,101.0,58,18,17,0,0,0,0,0,0,0
14783,39.0,0.0,0.0,42.0,18.0,202109072300,202109080000,57.0,18.0,42.0,99.0,58,18,18,0,0,0,0,0,0,0
14784,40.0,0.0,0.0,43.0,16.0,202109080000,202109080100,56.0,16.0,43.0,99.0,57,16,16,0,0,0,0,0,0,0
14785,40.0,0.0,0.0,43.0,15.0,202109080100,202109080200,55.0,15.0,43.0,98.0,56,15,15,0,0,0,0,0,0,0
14786,41.0,25.0,0.0,43.0,17.0,202109080200,202109080300,58.0,17.0,68.0,126.0,46,13,13,0,0,0,0,19,0,0
