,Solar,Wind Onshore,startTime,totalRenewable,total,percentRenewable
284,0.0,37.0,202002011900,37.0,500.0,7
285,0.0,37.0,202002012000,37.0,308.0,12
286,0.0,37.0,202002012100,37.0,307.0,12
287,0.0,37.0,202002012200,37.0,308.0,12
288,0.0,37.0,202002012300,37.0,308.0,12
289,0.0,37.0,202002020000,37.0,303.0,12
290,0.0,37.0,202002020100,37.0,298.0,12
291,0.0,37.0,202002020200,37.0,296.0,12
292,0.0,37.0,202002020300,37.0,293.0,13
293,0.0,37.0,202002020400,37.0,401.0,9
294,0.0,37.0,202002020500,37.0,639.0,6
295,0.0,37.0,202002020600,37.0,675.0,5
296,0.0,37.0,202002020700,37.0,673.0,5
297,0.0,37.0,202002020800,37.0,673.0,5
298,0.0,37.0,202002020900,37.0,673.0,5
299,0.0,37.0,202002021000,37.0,673.0,5
300,0.0,37.0,202002021100,37.0,673.0,5
301,0.0,37.0,202002021200,37.0,673.0,5
302,0.0,37.0,202002021300,37.0,674.0,5
303,0.0,37.0,202002021400,37.0,694.0,5
304,0.0,37.0,202002021500,37.0,693.0,5
305,0.0,37.0,202002021600,37.0,694.0,5
306,0.0,37.0,202002021700,37.0,694.0,5
307,0.0,37.0,202002021800,37.0,693.0,5
308,0.0,37.0,202002021900,37.0,633.0,6
309,0.0,37.0,202002022000,37.0,544.0,7
310,0.0,37.0,202002022100,37.0,430.0,9
311,0.0,37.0,202002022200,37.0,353.0,10
312,0.0,37.0,202002022300,37.0,273.0,14
313,0.0,37.0,202002030000,37.0,273.0,14
314,0.0,37.0,202002030100,37.0,273.0,14
315,0.0,37.0,202002030200,37.0,274.0,14
316,0.0,37.0,202002030300,37.0,274.0,14
317,0.0,37.0,202002030400,37.0,406.0,9
318,0.0,37.0,202002030500,37.0,632.0,6
319,0.0,37.0,202002030600,37.0,675.0,5
320,0.0,37.0,202002030700,37.0,675.0,5
321,0.0,37.0,202002030800,37.0,675.0,5
322,0.0,37.0,202002030900,37.0,675.0,5
323,0.0,37.0,202002031000,37.0,674.0,5
324,0.0,37.0,202002031100,37.0,674.0,5
325,0.0,37.0,202002031200,37.0,675.0,5
326,0.0,37.0,202002031300,37.0,677.0,5
327,0.0,37.0,202002031400,37.0,689.0,5
328,0.0,37.0,202002031500,37.0,688.0,5
329,0.0,37.0,202002031600,37.0,687.0,5
330,0.0,37.0,202002031700,37.0,686.0,5
331,0.0,37.0,202002031800,37.0,686.0,5
332,0.0,37.0,202002031900,37.0,632.0,6
333,0.0,37.0,202002032000,37.0,500.0,7
334,0.0,37.0,202002032100,37.0,389.0,10
335,0.0,37.0,202002032200,37.0,456.0,8
336,0.0,37.0,202002032300,37.0,262.0,14
337,0.0,37.0,202002040000,37.0,263.0,14
338,0.0,37.0,202002040100,37.0,263.0,14
339,0.0,37.0,202002040200,37.0,263.0,14
340,0.0,37.0,202002040300,37.0,363.0,10
341,0.0,37.0,202002040400,37.0,499.0,7
342,0.0,37.0,202002040500,37.0,634.0,6
343,0.0,37.0,202002040600,37.0,667.0,6
344,0.0,37.0,202002040700,37.0,666.0,6
345,0.0,37.0,202002040800,37.0,666.0,6
346,0.0,37.0,202002040900,37.0,666.0,6
347,0.0,37.0,202002041000,37.0,617.0,6
348,0.0,37.0,202002041100,37.0,608.0,6
349,0.0,37.0,202002041200,37.0,602.0,6
350,0.0,37.0,202002041300,37.0,675.0,5
351,0.0,37.0,202002041400,37.0,686.0,5
352,0.0,37.0,202002041500,37.0,687.0,5
353,0.0,37.0,202002041600,37.0,687.0,5
354,0.0,37.0,202002041700,37.0,686.0,5
355,0.0,37.0,202002041800,37.0,684.0,5
356,0.0,37.0,202002041900,37.0,518.0,7
357,0.0,37.0,202002042000,37.0,496.0,7
358,0.0,37.0,202002042100,37.0,499.0,7
359,0.0,37.0,202002042200,37.0,262.0,14
360,0.0,37.0,202002042300,37.0,262.0,14
361,0.0,37.0,202002050000,37.0,263.0,14
362,0.0,37.0,202002050100,37.0,264.0,14
363,0.0,37.0,202002050200,37.0,265.0,14
364,0.0,37.0,202002050300,37.0,266.0,14
365,0.0,37.0,202002050400,37.0,558.0,7
366,0.0,37.0,202002050500,37.0,640.0,6
367,0.0,37.0,202002050600,37.0,676.0,5
368,0.0,37.0,202002050700,37.0,676.0,5
369,0.0,37.0,202002050800,37.0,676.0,5
370,0.0,37.0,202002050900,37.0,674.0,5
371,0.0,37.0,202002051000,37.0,672.0,6
372,0.0,37.0,202002051100,37.0,671.0,6
373,0.0,37.0,202002051200,37.0,673.0,5
374,0.0,37.0,202002051300,37.0,676.0,5
375,0.0,37.0,202002051400,37.0,678.0,5
376,0.0,37.0,202002051500,37.0,683.0,5
377,0.0,37.0,202002051600,37.0,686.0,5
378,0.0,37.0,202002051700,37.0,687.0,5
379,0.0,37.0,202002051800,37.0,688.0,5
380,0.0,37.0,202002051900,37.0,557.0,7
381,0.0,37.0,202002052000,37.0,488.0,8
382,0.0,37.0,202002052100,37.0,367.0,10
383,0.0,37.0,202002052200,37.0,273.0,14
384,0.0,37.0,202002052300,37.0,272.0,14
385,0.0,37.0,202002060000,37.0,270.0,14
386,0.0,37.0,202002060100,37.0,268.0,14
387,0.0,37.0,202002060200,37.0,268.0,14
388,0.0,37.0,202002060300,37.0,269.0,14
389,0.0,37.0,202002060400,37.0,559.0,7
390,0.0,37.0,202002060500,37.0,640.0,6
391,0.0,37.0,202002060600,37.0,672.0,6
392,0.0,37.0,202002060700,37.0,670.0,6
393,0.0,37.0,202002060800,37.0,668.0,6
394,0.0,37.0,202002060900,37.0,666.0,6
395,0.0,37.0,202002061000,37.0,666.0,6
396,0.0,37.0,202002061100,37.0,665.0,6
397,0.0,37.0,202002061200,37.0,665.0,6
398,0.0,37.0,202002061300,37.0,665.0,6
399,0.0,37.0,202002061400,37.0,675.0,5
400,0.0,37.0,202002061500,37.0,677.0,5
401,0.0,37.0,202002061600,37.0,678.0,5
402,0.0,37.0,202002061700,37.0,679.0,5
403,0.0,37.0,202002061800,37.0,678.0,5
404,0.0,37.0,202002061900,37.0,633.0,6
405,0.0,37.0,202002062000,37.0,495.0,7
406,0.0,37.0,202002062100,37.0,355.0,10
407,0.0,37.0,202002062200,37.0,252.0,15
408,0.0,37.0,202002062300,37.0,253.0,15
409,0.0,37.0,202002070000,37.0,255.0,15
410,0.0,37.0,202002070100,37.0,256.0,14
411,0.0,37.0,202002070200,37.0,257.0,14
412,0.0,37.0,202002070300,37.0,258.0,14
413,0.0,37.0,202002070400,37.0,259.0,14
414,0.0,37.0,202002070500,37.0,275.0,13
415,0.0,37.0,202002070600,37.0,273.0,14
416,0.0,37.0,202002070700,37.0,272.0,14
417,0.0,37.0,202002070800,37.0,342.0,11
418,0.0,37.0,202002070900,37.0,344.0,11
419,0.0,37.0,202002071000,37.0,344.0,11
420,0.0,37.0,202002071100,37.0,273.0,14
421,0.0,37.0,202002071200,37.0,272.0,14
422,0.0,37.0,202002071300,37.0,317.0,12
423,0.0,37.0,202002071400,37.0,487.0,8
424,0.0,37.0,202002071500,37.0,489.0,8
425,0.0,37.0,202002071600,37.0,490.0,8
426,0.0,37.0,202002071700,37.0,492.0,8
427,0.0,37.0,202002071800,37.0,445.0,8
428,0.0,37.0,202002071900,37.0,439.0,8
429,0.0,37.0,202002072000,37.0,281.0,13
430,0.0,37.0,202002072100,37.0,281.0,13
431,0.0,37.0,202002072200,37.0,261.0,14
432,0.0,37.0,202002072300,37.0,261.0,14
433,0.0,37.0,202002080000,37.0,262.0,14
434,0.0,37.0,202002080100,37.0,263.0,14
435,0.0,37.0,202002080200,37.0,263.0,14
436,0.0,37.0,202002080300,37.0,264.0,14
437,0.0,37.0,202002080400,37.0,266.0,14
438,0.0,37.0,202002080500,37.0,271.0,14
439,0.0,37.0,202002080600,37.0,270.0,14
440,0.0,37.0,202002080700,37.0,269.0,14
441,0.0,37.0,202002080800,37.0,284.0,13
442,0.0,37.0,202002080900,37.0,309.0,12
443,0.0,37.0,202002081000,37.0,265.0,14
444,0.0,37.0,202002081100,37.0,264.0,14
445,0.0,37.0,202002081200,37.0,268.0,14
446,0.0,37.0,202002081300,37.0,275.0,13
447,0.0,37.0,202002081400,37.0,463.0,8
448,0.0,37.0,202002081500,37.0,622.0,6
449,0.0,37.0,202002081600,37.0,633.0,6
450,0.0,37.0,202002081700,37.0,640.0,6
451,0.0,37.0,202002081800,37.0,563.0,7
452,0.0,37.0,202002081900,37.0,378.0,10
453,0.0,37.0,202002082000,37.0,328.0,11
454,0.0,37.0,202002082100,37.0,328.0,11
455,0.0,37.0,202002082200,37.0,324.0,11
456,0.0,37.0,202002082300,37.0,325.0,11
457,0.0,37.0,202002090000,37.0,325.0,11
458,0.0,37.0,202002090100,37.0,325.0,11
459,0.0,37.0,202002090200,37.0,325.0,11
460,0.0,37.0,202002090300,37.0,325.0,11
461,0.0,37.0,202002090400,37.0,575.0,6
462,0.0,37.0,202002090500,37.0,674.0,5
463,0.0,37.0,202002090600,37.0,720.0,5
464,0.0,37.0,202002090700,37.0,714.0,5
465,0.0,37.0,202002090800,37.0,710.0,5
466,0.0,37.0,202002090900,37.0,705.0,5
467,0.0,37.0,202002091000,37.0,699.0,5
468,0.0,37.0,202002091100,37.0,698.0,5
469,0.0,37.0,202002091200,37.0,702.0,5
470,0.0,37.0,202002091300,37.0,712.0,5
471,0.0,37.0,202002091400,37.0,719.0,5
472,0.0,37.0,202002091500,37.0,716.0,5
473,0.0,37.0,202002091600,37.0,719.0,5
474,0.0,37.0,202002091700,37.0,720.0,5
475,0.0,37.0,202002091800,37.0,719.0,5
476,0.0,37.0,202002091900,37.0,523.0,7
477,0.0,37.0,202002092000,37.0,505.0,7
478,0.0,37.0,202002092100,37.0,403.0,9
479,0.0,37.0,202002092200,37.0,352.0,11
480,0.0,37.0,202002092300,37.0,339.0,11
481,0.0,37.0,202002100000,37.0,312.0,12
482,0.0,37.0,202002100100,37.0,296.0,12
483,0.0,37.0,202002100200,37.0,294.0,13
484,0.0,37.0,202002100300,37.0,293.0,13
485,0.0,37.0,202002100400,37.0,480.0,8
486,0.0,37.0,202002100500,37.0,650.0,6
487,0.0,37.0,202002100600,37.0,692.0,5
488,0.0,37.0,202002100700,37.0,687.0,5
489,0.0,37.0,202002100800,37.0,684.0,5
490,0.0,37.0,202002100900,37.0,677.0,5
491,0.0,37.0,202002101000,37.0,672.0,6
492,0.0,37.0,202002101100,37.0,670.0,6
493,0.0,37.0,202002101200,37.0,670.0,6
494,0.0,37.0,202002101300,37.0,671.0,6
495,0.0,37.0,202002101400,37.0,583.0,6
496,0.0,37.0,202002101500,37.0,676.0,5
497,0.0,37.0,202002101600,37.0,680.0,5
498,0.0,37.0,202002101700,37.0,682.0,5
499,0.0,37.0,202002101800,37.0,642.0,6
500,0.0,37.0,202002101900,37.0,524.0,7
501,0.0,37.0,202002102000,37.0,506.0,7
502,0.0,37.0,202002102100,37.0,367.0,10
503,0.0,37.0,202002102200,37.0,275.0,13
504,0.0,37.0,202002102300,37.0,275.0,13
505,0.0,37.0,202002110000,37.0,273.0,14
506,0.0,37.0,202002110100,37.0,271.0,14
507,0.0,37.0,202002110200,37.0,270.0,14
508,0.0,37.0,202002110300,37.0,268.0,14
509,0.0,37.0,202002110400,37.0,412.0,9
510,0.0,37.0,202002110500,37.0,616.0,6
511,0.0,37.0,202002110600,37.0,663.0,6
512,0.0,37.0,202002110700,37.0,663.0,6
513,0.0,37.0,202002110800,37.0,662.0,6
514,0.0,37.0,202002110900,37.0,662.0,6
515,0.0,37.0,202002111000,37.0,662.0,6
516,0.0,37.0,202002111100,37.0,608.0,6
517,0.0,37.0,202002111200,37.0,601.0,6
518,0.0,37.0,202002111300,37.0,601.0,6
519,0.0,37.0,202002111400,37.0,666.0,6
520,0.0,37.0,202002111500,37.0,667.0,6
521,0.0,37.0,202002111600,37.0,667.0,6
522,0.0,37.0,202002111700,37.0,668.0,6
523,0.0,37.0,202002111800,37.0,540.0,7
524,0.0,37.0,202002111900,37.0,523.0,7
525,0.0,37.0,202002112000,37.0,441.0,8
526,0.0,37.0,202002112100,37.0,368.0,10
527,0.0,37.0,202002112200,37.0,277.0,13
528,0.0,37.0,202002112300,37.0,284.0,13
529,0.0,37.0,202002120000,37.0,292.0,13
530,0.0,37.0,202002120100,37.0,297.0,12
531,0.0,37.0,202002120200,37.0,299.0,12
532,0.0,37.0,202002120300,37.0,301.0,12
533,0.0,37.0,202002120400,37.0,374.0,10
534,0.0,37.0,202002120500,37.0,463.0,8
535,0.0,37.0,202002120600,37.0,719.0,5
536,0.0,37.0,202002120700,37.0,717.0,5
537,0.0,37.0,202002120800,37.0,651.0,6
538,0.0,37.0,202002120900,37.0,592.0,6
539,0.0,37.0,202002121000,37.0,580.0,6
540,0.0,37.0,202002121100,37.0,572.0,6
541,0.0,37.0,202002121200,37.0,565.0,7
542,0.0,37.0,202002121300,37.0,616.0,6
543,0.0,37.0,202002121400,37.0,700.0,5
544,0.0,37.0,202002121500,37.0,702.0,5
545,0.0,37.0,202002121600,37.0,704.0,5
546,0.0,37.0,202002121700,37.0,704.0,5
547,0.0,37.0,202002121800,37.0,645.0,6
548,0.0,37.0,202002121900,37.0,567.0,7
549,0.0,37.0,202002122000,37.0,520.0,7
550,0.0,37.0,202002122100,37.0,513.0,7
551,0.0,37.0,202002122200,37.0,355.0,10
552,0.0,37.0,202002122300,37.0,278.0,13
553,0.0,37.0,202002130000,37.0,273.0,14
554,0.0,37.0,202002130100,37.0,271.0,14
555,0.0,37.0,202002130200,37.0,272.0,14
556,0.0,37.0,202002130300,37.0,279.0,13
557,0.0,37.0,202002130400,37.0,413.0,9
558,0.0,37.0,202002130500,37.0,626.0,6
559,0.0,37.0,202002130600,37.0,675.0,5
560,0.0,37.0,202002130700,37.0,674.0,5
561,0.0,37.0,202002130800,37.0,671.0,6
562,0.0,37.0,202002130900,37.0,645.0,6
563,0.0,37.0,202002131000,37.0,591.0,6
